s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c,pred,mse,score
n,n,n,y,y,n,n,y,n,n,n,y,qc,1.385319155,-0.367698275
n,n,n,n,y,n,y,n,n,n,y,n,c,1.385688597,-0.194705158
n,n,n,n,y,y,n,y,y,n,n,n,c,1.386088289,-0.154075289
n,n,n,n,n,y,n,y,y,y,n,y,qc,1.386728482,-0.237466027
n,n,n,n,y,y,n,n,y,n,n,y,qc,1.387513647,-0.198022695
n,n,y,y,n,n,y,n,n,n,n,n,qc,1.388117431,-0.922489617
n,n,n,n,n,y,n,n,y,y,n,y,s4,1.388394328,-0.503227088
n,n,n,n,y,y,y,y,y,n,n,n,c,1.38904045,-0.358560632
n,n,y,n,n,y,n,n,n,n,y,n,s7,1.389110266,-0.11904655
n,n,n,n,y,n,n,y,n,y,n,n,c,1.389595165,-0.145104382
n,n,n,n,n,n,n,n,n,n,y,n,c,1.389823871,-0.875603436
n,y,n,n,n,n,n,n,n,n,y,n,s5,1.390810414,-0.168796078
n,n,n,n,n,n,y,y,y,y,n,y,s4,1.393660753,-0.257079058
n,n,y,n,n,n,y,n,n,n,n,n,s1,1.394118608,-0.36234785
n,n,y,n,y,y,n,n,n,n,n,n,c,1.395098686,-0.264652597
n,n,n,y,n,y,y,n,n,n,y,n,c,1.395504253,-0.239635221
n,n,y,y,y,n,n,n,n,n,n,n,s9,1.397071145,-0.38192585
n,n,n,y,y,y,n,n,n,n,n,n,s7,1.398516147,-0.571424709
n,n,n,n,y,y,n,y,n,y,y,n,c,1.399028783,-0.294728428
n,n,n,n,y,n,y,y,n,n,n,n,qc,1.39931502,-1.345769456
n,n,n,n,n,y,y,y,n,y,n,n,s4,1.399577664,-0.578020124
n,n,n,y,y,n,y,n,n,n,n,n,s7,1.399958825,0.021691169
n,n,n,y,n,y,y,n,n,n,n,y,s8,1.400072104,-0.15992511
n,n,y,n,n,n,n,y,n,n,n,y,qc,1.401347094,-0.446747079
n,n,n,n,n,y,y,n,y,n,n,n,s7,1.402569903,-0.180774935
n,n,n,n,n,n,y,n,y,n,y,n,c,1.403779895,-0.762879296
n,n,n,n,n,y,n,n,y,n,n,y,s4,1.404100042,-0.296975761
n,y,n,n,n,n,n,n,n,n,n,n,s9,1.404404916,-0.398503474
n,n,n,y,n,n,n,y,n,n,n,n,qc,1.40450788,-0.13516288
n,n,y,n,n,y,n,n,y,n,n,n,qc,1.406022423,-0.406391746
n,n,n,y,n,n,n,y,y,n,n,y,s6,1.406650928,-0.218646075
n,n,n,y,y,y,n,n,n,n,n,y,qc,1.407401879,-0.304162668
n,n,n,n,n,n,n,y,n,y,y,n,c,1.407826083,-0.693398939
n,n,n,n,n,y,y,y,n,n,n,n,s3,1.408731085,-0.223606073
n,n,n,n,n,y,n,n,n,y,n,y,qc,1.408874098,-0.291837984
n,n,n,n,n,n,y,n,y,n,n,y,qc,1.409251138,-0.227411321
n,n,y,n,n,n,n,n,n,n,n,n,s7,1.41033363,0.016946783
n,n,n,n,n,y,n,n,n,n,n,y,s8,1.410367908,-0.068792597
n,n,n,n,n,y,y,n,n,n,y,y,s9,1.410844609,-0.198754474
n,n,y,n,y,n,n,n,n,n,n,n,c,1.414195557,-0.27219444
n,n,n,n,n,y,n,y,y,n,n,y,s4,1.416028658,-0.849358602
n,n,n,y,n,n,n,n,y,y,n,y,s5,1.418567919,-0.287514037
n,n,y,n,n,n,y,n,n,n,n,n,s9,1.418999778,-0.486619694
n,n,n,n,n,y,n,y,n,y,n,y,qc,1.421563174,-0.098505422
n,n,y,n,n,n,n,n,y,n,n,n,s1,1.421611847,-0.252316216
n,n,n,n,y,n,n,n,n,y,n,n,s1,1.423404415,-0.344624853
n,n,n,n,n,n,y,n,n,y,n,n,qc,1.42379863,-0.013258112
n,n,n,n,y,n,n,n,n,n,y,n,s7,1.424071789,-0.171302464
n,n,n,n,y,y,y,y,n,y,n,n,c,1.425531861,-0.207739622
n,n,n,n,n,n,n,y,n,y,n,y,s6,1.427167264,-0.229924237
n,n,y,n,n,n,n,n,n,n,y,n,s7,1.428040466,-0.174566711
n,n,y,n,n,n,n,y,n,n,n,n,qc,1.428423278,-0.319087864
n,n,y,n,y,n,y,n,n,n,n,n,s8,1.428547716,-0.36660996
n,n,y,n,y,y,n,n,n,n,n,n,s9,1.4290694,-0.661403198
n,n,n,y,y,n,n,n,n,n,n,n,qc,1.429642203,-0.096913834
n,n,y,y,n,n,n,n,n,n,n,n,s8,1.43015439,-0.395786307
n,n,n,n,y,n,n,y,y,y,n,y,qc,1.431508475,-0.711077642
n,n,n,y,n,n,n,n,n,y,n,y,s4,1.432407821,-0.280361271
n,n,n,y,n,n,n,n,n,y,n,y,s6,1.433069792,-0.299492533
n,n,n,n,y,n,n,n,y,n,n,y,qc,1.433600614,-0.828445194
n,y,n,y,n,n,n,n,n,n,n,n,s9,1.434637516,-0.355813669
n,n,y,n,n,n,n,n,y,n,y,n,s7,1.435763183,-0.024213932
n,n,n,y,n,n,y,n,n,n,n,y,s8,1.437534021,-0.101255668
n,n,n,n,y,y,y,n,n,n,n,n,s9,1.437751737,-0.529210145
n,y,n,n,n,n,n,n,n,n,n,n,c,1.442670899,-0.156547252
n,n,n,n,n,y,y,y,n,n,n,y,qc,1.448664288,-0.849299664
n,n,n,y,n,n,n,n,n,y,n,n,s2,1.450952271,-0.295681095
n,n,n,n,n,n,y,y,y,n,n,n,qc,1.452675806,-0.368084254
n,n,n,n,n,n,y,y,n,y,n,n,c,1.453876729,-0.237675865
n,n,n,n,n,n,y,y,y,y,n,n,qc,1.454050854,-0.228010477
n,y,n,n,n,n,n,n,n,n,y,n,c,1.456428077,-0.262868858
n,n,n,n,n,n,y,y,n,y,y,n,c,1.456719285,-0.197863353
n,n,y,n,n,n,n,n,n,n,y,y,s8,1.45924074,-0.286140884
n,n,y,n,n,n,y,y,n,n,n,n,c,1.461158893,-0.327935119
n,n,n,n,y,n,n,n,y,y,n,n,c,1.461962662,-0.087682137
n,n,n,n,y,n,y,n,n,y,n,y,qc,1.463280304,-0.513232464
n,n,y,y,n,n,n,n,n,n,n,y,s6,1.464192956,-0.631335482
n,n,n,n,n,n,n,n,y,n,y,y,s6,1.471603939,-0.391710442
n,n,n,n,y,n,y,n,n,n,y,n,s7,1.471794996,-0.049917534
n,n,y,n,n,n,n,n,n,n,y,n,c,1.473215836,-0.277425525
n,n,n,n,y,y,y,y,n,n,n,y,qc,1.478496164,-0.373557501
n,n,n,n,y,n,y,n,y,y,n,y,qc,1.479542297,-0.560620932
n,n,n,n,n,n,y,n,y,y,n,n,c,1.481637729,-0.160636435
n,y,n,n,n,n,n,y,n,n,n,n,s8,1.482365942,-0.084030826
n,n,n,n,y,n,n,n,y,y,n,n,s6,1.483177716,-0.229391255
n,n,n,n,n,n,n,y,y,n,y,y,s6,1.485407465,-0.215541851
n,n,y,n,y,n,n,n,n,n,n,n,s7,1.486858092,-0.135510074
n,n,n,n,n,y,n,n,y,n,n,y,qc,1.490817848,-0.236719038
n,n,n,y,n,n,n,n,n,n,n,y,s2,1.49166695,-0.246850236
n,n,n,n,n,n,y,y,y,y,n,n,c,1.493679438,-0.101062583
n,n,n,n,n,y,y,y,y,n,n,y,qc,1.494442923,-0.310954517
n,n,n,n,n,n,y,n,n,y,n,n,c,1.495029199,-0.12389206
n,n,n,n,y,n,n,n,n,y,y,n,c,1.496391458,-0.305244448
n,n,n,n,y,y,y,n,n,y,n,n,qc,1.498227218,-0.469568022
n,n,n,y,n,n,y,y,n,n,n,y,s8,1.49859438,-0.310367237
n,n,n,y,y,y,y,n,n,n,n,n,qc,1.499132979,-0.869273895
n,n,n,n,y,n,n,n,n,n,n,y,s7,1.501362183,-0.239833332
n,n,y,n,y,n,n,n,y,n,n,n,c,1.503193817,-0.047051081
n,n,n,n,y,n,y,n,n,n,n,y,qc,1.513017682,-0.64888328
n,n,n,n,y,n,y,n,y,n,n,n,s7,1.513278676,-0.917835659
n,n,y,n,n,y,n,n,n,n,n,y,s9,1.514664569,-0.865034615
n,n,n,y,y,n,y,n,n,n,n,n,qc,1.515885346,-0.27003939
n,n,n,n,y,y,n,n,n,n,y,n,c,1.519109715,-0.113627006
n,y,n,n,n,n,n,n,n,n,n,n,s2,1.522635683,-0.191225763
n,n,n,y,n,n,n,y,y,n,n,n,s6,1.522756524,-0.677592662
n,n,n,n,y,y,n,n,n,n,n,n,s9,1.523098147,-0.245112914
n,n,y,n,n,n,y,n,n,y,n,n,qc,1.52699409,-0.621931131
n,n,n,n,n,n,y,n,n,n,n,y,s3,1.527326136,-0.670142152
n,n,n,n,y,n,n,n,n,n,n,y,s9,1.532961623,-0.292337933
n,n,n,n,y,n,n,y,n,n,n,n,qc,1.546310272,-0.278624173
n,n,y,n,n,n,y,n,y,n,n,n,c,1.549040208,-0.221542048
n,n,n,y,y,n,n,y,y,n,n,n,qc,1.549310904,-0.436800306
n,n,y,n,n,n,n,n,n,n,n,y,s9,1.549455319,-0.351351712
n,n,n,y,y,n,n,y,n,n,n,n,c,1.550599095,-0.827882062
n,n,n,n,n,n,n,n,y,y,n,y,s2,1.55071954,-0.374266321
n,n,n,n,y,n,y,n,y,n,n,y,qc,1.55323228,-0.344420523
n,n,y,n,n,n,n,n,y,n,y,n,c,1.553397378,-0.503052499
n,n,n,n,n,n,n,n,n,n,n,y,s8,1.55601335,-0.192019455
n,n,y,n,n,n,n,n,y,n,n,n,s3,1.55815907,-0.44147281
n,n,y,n,n,n,y,n,n,n,n,n,s3,1.559340316,-0.241054215
n,y,n,n,n,n,n,n,y,n,n,n,qc,1.562734509,-0.766003279
n,n,n,y,n,y,n,n,n,n,y,n,s7,1.563691074,-0.092726985
n,n,y,n,y,n,n,n,n,n,n,y,s8,1.56692658,-0.824071087
n,n,n,y,n,y,n,y,n,y,n,n,qc,1.570148962,-0.789057223
n,n,y,n,n,y,n,n,n,n,n,y,s8,1.575843713,-0.507519623
n,n,n,n,n,y,y,n,n,n,n,y,s8,1.576594314,-0.242258966
n,n,n,n,n,n,n,n,n,n,n,y,s6,1.578882855,-0.148758424
n,n,n,y,n,y,n,n,y,n,n,n,qc,1.579009757,-0.451331367
n,n,n,n,y,n,y,n,n,n,n,n,s8,1.585568527,-0.230514879
n,y,n,n,n,n,y,n,n,n,n,n,qc,1.585812802,-0.282655329
n,n,n,y,y,n,n,n,y,y,n,n,qc,1.588882518,-0.644741937
n,n,n,n,n,n,n,y,y,y,n,n,s5,1.590532613,-0.571469065
n,n,n,y,n,n,n,n,y,y,n,y,s6,1.592933898,-0.454281842
n,n,n,n,y,n,n,n,n,n,n,y,s8,1.594452588,-0.165998023
n,n,n,y,n,n,y,n,n,y,n,y,qc,1.601841338,-0.550532658
n,n,n,n,y,y,y,n,n,n,n,y,s7,1.602264959,-0.470833454
n,n,n,n,n,n,n,y,n,n,y,n,c,1.605521047,-0.253290652
n,n,n,n,y,n,n,y,y,n,n,y,qc,1.61048015,-0.523989116
n,n,y,n,n,n,y,n,n,n,n,y,qc,1.622814282,-0.275108997
n,n,n,n,y,n,y,n,y,n,y,n,c,1.624807884,-0.638945349
n,n,n,y,n,y,n,n,n,y,n,n,qc,1.626180853,-0.678463755
n,n,n,n,y,n,n,y,y,y,y,n,c,1.627149262,-0.39159324
n,n,n,y,n,n,y,n,n,n,n,n,c,1.633579388,-0.254908287
n,n,n,n,y,n,n,n,y,y,n,y,qc,1.634831803,-0.937611598
n,n,n,n,y,y,y,n,n,n,n,y,s9,1.635463535,-0.350926003
n,n,n,n,y,n,y,y,n,y,n,n,c,1.640548426,-0.192162904
n,n,n,n,n,n,n,n,n,n,y,y,s6,1.641076852,-0.240473593
n,n,y,n,n,n,n,n,n,y,n,n,s3,1.642237745,-0.264959152
n,n,n,n,y,y,y,n,n,n,n,n,c,1.645421222,-0.695145789
n,n,n,y,n,n,y,n,y,y,n,n,c,1.649890626,-0.361979374
n,n,n,n,y,n,y,n,n,n,n,y,s9,1.651821834,-0.503602624
n,n,y,n,n,y,n,n,n,n,n,n,qc,1.663699421,-0.63712745
n,n,n,n,n,n,y,y,y,n,y,n,c,1.665768869,-0.721533781
n,n,n,y,y,n,n,n,n,n,n,y,qc,1.670809358,-1.077166843
n,n,n,y,n,n,n,y,n,y,n,y,qc,1.678875955,-0.525862564
n,n,n,y,n,n,y,y,y,n,n,n,qc,1.67895892,-1.0585962
n,n,n,n,n,n,n,y,n,n,n,y,qc,1.682648685,-0.27179547
n,n,n,n,n,n,y,n,n,y,n,n,s1,1.702203029,-1.211134412
n,n,n,n,y,n,y,n,y,y,y,n,c,1.702253202,-0.360796241
n,n,n,y,n,n,n,y,y,n,n,y,s4,1.71236685,-0.453244328
n,n,n,n,n,y,y,n,n,n,n,y,s3,1.712588515,-0.495676237
n,n,y,n,n,n,n,n,n,y,n,y,qc,1.714700703,-0.896386349
n,n,n,n,n,n,y,n,y,y,n,y,s7,1.730097405,-0.44614763
n,n,n,y,n,y,y,n,n,n,n,n,s9,1.7441267,-0.376504573
n,n,n,n,y,n,y,y,y,n,y,n,c,1.744194558,-0.906437555
n,n,n,y,y,n,n,n,n,n,n,y,s7,1.746604571,-0.272441498
n,n,n,n,n,n,y,y,y,n,n,y,qc,1.761793206,-0.300067343
n,n,n,n,n,y,y,n,y,y,n,y,qc,1.772923369,-0.264282312
n,n,n,n,n,n,y,y,n,y,n,y,qc,1.780899114,-1.164127252
n,n,y,y,y,n,n,n,n,n,n,n,s8,1.800463876,-0.737453089
n,n,n,n,n,y,n,n,n,n,n,y,s4,1.804225091,-0.804863864
n,n,n,y,y,n,y,n,n,n,n,y,qc,1.822437531,-0.864419606
n,n,n,n,n,n,y,y,y,y,y,n,c,1.82804045,-0.545056787
n,n,y,n,n,n,y,n,n,n,n,y,s8,1.832843766,-0.914498006
n,n,n,n,y,y,y,n,n,n,n,y,qc,1.845501047,-0.937564457
n,n,n,n,n,n,n,y,n,y,n,y,qc,1.851516988,-0.659274082
n,n,n,n,y,y,y,y,n,n,n,n,c,1.861559451,-0.826174929
n,n,n,n,n,y,y,n,n,n,n,y,qc,1.883980881,-0.491221834
n,n,y,n,y,n,n,n,n,n,n,y,qc,1.892904437,-0.489210174
n,n,n,n,y,y,n,n,n,n,n,y,qc,1.902192624,-0.715890579
n,n,y,n,n,n,y,n,n,n,y,n,c,1.911269518,-0.720813675
n,n,n,y,n,y,n,n,n,n,n,y,qc,1.914409473,-0.521623872
n,n,n,n,n,y,y,n,n,y,n,n,qc,1.922243765,-1.317727737
n,n,n,y,n,n,n,y,y,n,n,y,qc,1.924718233,-0.789494634
n,n,n,n,n,n,y,y,n,n,y,n,c,1.966789933,-0.924075341
n,n,n,n,n,y,y,n,y,n,n,y,qc,2.007295621,-0.674449538
n,n,y,n,y,n,n,n,n,n,n,y,s7,2.327920175,-0.537927655
