s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score,numPredictors
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s1,0.810216371,-0.093147889,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s3,0.972186183,-0.228732917,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s5,1.001987714,0.014387159,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s6,0.651259063,0.352576925,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s7,0.620514574,0.126070675,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s8,0.959322347,-0.116754403,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,s9,0.882377859,-0.296255778,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,qc,1.083188014,-0.199958097,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,c1,0.822334113,0.150238529,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,c2,0.675841696,0.338179212,2
n,n,y,n,y,n,n,n,n,n,n,n,n,n,c3,0.778496192,0.1150703,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s1,0.932119159,0.135667587,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s3,1.174671948,-0.346021219,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s4,1.083957045,0.139121315,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s6,0.50071107,0.281655674,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s7,0.879484355,0.002237252,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s8,1.254354454,-0.478010871,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,s9,0.716222886,0.121745668,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,qc,1.545071315,-0.250631827,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,c1,1.122989577,-0.044721695,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,c2,0.659896379,0.227523539,2
n,n,y,n,n,y,n,n,n,n,n,n,n,n,c3,0.847531764,0.036596405,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s1,1.24064416,-0.365295852,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s3,0.822646925,-0.025291553,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s4,0.855385816,-0.141727948,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s5,0.656868751,0.369919071,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s7,0.660620267,0.241114867,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s8,0.899220697,-0.398527779,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,s9,1.021297634,0.019990941,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,qc,1.308271447,-0.280166854,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,c1,1.157282739,-0.079615386,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,c2,0.494396865,0.515859817,2
n,n,y,n,n,n,y,n,n,n,n,n,n,n,c3,0.836771106,0.207356855,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s1,1.1268559,0.088732837,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s3,0.832173221,-0.058293611,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s4,0.933715851,-0.042759668,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s5,0.988994664,0.118316885,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s6,0.681862911,0.159062411,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s8,0.8349613,0.084542007,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,s9,0.79349235,0.230499706,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,qc,1.111164707,-0.192877201,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,c1,0.611641896,0.416438472,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,c2,0.450362417,0.472804553,2
n,n,y,n,n,n,n,y,n,n,n,n,n,n,c3,0.615776782,0.340101456,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s1,0.986874464,0.043342991,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s3,0.910776704,-0.296006344,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s4,0.662835581,0.27693035,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s5,1.016882348,-0.00667601,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s6,0.989646216,0.137053528,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s7,0.644297979,0.3384062,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,s9,0.317357442,0.662454785,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,qc,1.127177357,0.064227793,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,c1,0.418142371,0.567911302,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,c2,0.645919336,0.295192899,2
n,n,y,n,n,n,n,n,y,n,n,n,n,n,c3,0.410724521,0.597767109,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s1,0.916691928,0.149972899,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s3,0.739706821,0.109016323,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s4,1.275813541,-0.190167975,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s5,0.902193828,0.157149794,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s6,0.547524855,0.389512605,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s7,1.203160854,-0.093483635,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,s8,0.41868481,0.562662542,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,qc,1.173202675,-0.174718827,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,c1,0.597392452,0.356961128,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,c2,0.465385371,0.521252748,2
n,n,y,n,n,n,n,n,n,y,n,n,n,n,c3,0.68267419,0.223992779,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s0,0.900717243,0.172248988,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s1,1.503045475,-0.065448214,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s3,0.732329148,0.210615718,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s4,1.137881281,0.041659569,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s5,0.861594298,0.113844445,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s6,1.060253907,-0.060435776,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s7,0.896533814,0.039842169,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s8,0.680746771,0.352773582,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,s9,0.964959104,0.096689375,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,c1,0.624146415,0.376151273,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,c2,0.491460762,0.494428694,2
n,n,y,n,n,n,n,n,n,n,y,n,n,n,c3,0.930139118,-0.057304762,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s0,0.808238366,0.35411847,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s1,0.815539883,0.262975904,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s3,0.890471401,-0.089954436,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s4,0.974535806,0.14396265,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s5,0.88957232,0.032007813,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s6,1.0108679,-0.423947478,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s7,0.864756277,0.230233644,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s8,0.727124092,0.153549343,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,s9,0.744665352,0.322154028,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,qc,1.053563491,-0.102097446,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,c1,0.616067453,0.336859181,2
n,n,y,n,n,n,n,n,n,n,n,n,y,n,c3,0.385025324,0.530474593,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s1,0.84010291,0.057193301,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s3,1.19553687,-0.013893633,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s4,0.621323748,0.262774638,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s5,0.928172534,0.263170772,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s6,0.394906943,0.497861643,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s7,1.699105933,-0.039820467,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s8,0.722363383,0.315731172,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,s9,0.622489215,0.094498578,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,qc,1.215985143,-0.206619793,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,c1,0.496254114,0.516922161,2
n,n,y,n,n,n,n,n,n,n,n,n,n,y,c2,0.479324234,0.506913679,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s1,0.789299734,-0.023090641,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s2,0.953723181,-0.036353971,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s5,1.276832199,-0.389390794,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s6,1.128311823,0.102546378,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s7,1.124788305,-0.204610781,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s8,1.476142639,-0.183620511,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,s9,1.186113787,-0.168387148,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,qc,0.894207428,-0.284731057,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,c1,1.070620248,-0.106328708,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,c2,0.648640132,0.364816457,2
n,n,n,y,y,n,n,n,n,n,n,n,n,n,c3,1.08418852,0.041454763,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s1,0.818939287,0.043069403,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s2,1.024283619,-0.061201653,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s4,0.874275003,0.066315206,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s6,0.819370879,0.329490649,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s7,0.75484793,0.251068475,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s8,1.761143055,-0.479680664,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,s9,1.172119038,-0.113927039,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,qc,1.520711468,-0.415053472,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,c1,1.148394979,-0.298574666,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,c2,0.527606027,0.483339606,2
n,n,n,y,n,y,n,n,n,n,n,n,n,n,c3,0.712575446,0.190003519,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s1,0.798355606,-0.028218887,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s2,0.710406474,0.346893877,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s4,0.819007793,-0.078627298,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s5,0.795901855,0.150059295,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s7,1.112030751,0.189860087,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s8,1.166628737,0.065527451,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,s9,0.856755256,-0.258614935,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,qc,0.980766413,-0.119457049,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,c1,0.943745779,0.056704343,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,c2,0.345952845,0.67477527,2
n,n,n,y,n,n,y,n,n,n,n,n,n,n,c3,0.971242895,0.009205537,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s1,0.687338707,0.166800133,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s2,0.581159206,0.341298443,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s4,0.879616592,-0.041072792,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s5,0.646071216,0.261342958,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s6,0.850944849,-0.00657856,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s8,0.752730349,0.345516267,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,s9,1.169684759,0.07685811,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,qc,0.862269536,-0.157527953,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,c1,0.876159621,0.164064708,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,c2,0.897539988,0.076690352,2
n,n,n,y,n,n,n,y,n,n,n,n,n,n,c3,1.24558933,-0.126270025,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s1,0.998537515,-0.031905827,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s2,1.256931232,-0.195537455,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s4,0.906806764,-0.034830271,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s5,1.184354664,-0.053506397,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s6,1.184485308,0.029094832,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s7,0.753267583,0.045355323,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,s9,0.297850212,0.677715997,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,qc,1.132060513,-0.129195145,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,c1,0.395198012,0.591620925,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,c2,1.223311756,-0.083348211,2
n,n,n,y,n,n,n,n,y,n,n,n,n,n,c3,0.697340307,0.339434631,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s1,0.820211086,0.03411997,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s2,0.963536175,-0.106185211,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s4,1.170013681,-0.075992412,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s5,0.785902967,0.153986967,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s6,1.337780718,-0.253111069,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s7,0.624625012,0.413521037,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,s8,0.361344208,0.427648972,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,qc,0.87207064,-0.112114934,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,c1,0.373615357,0.613923428,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,c2,0.526621866,0.458258065,2
n,n,n,y,n,n,n,n,n,y,n,n,n,n,c3,0.837427302,-0.228280882,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s0,0.726213726,0.316987901,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s1,0.969847694,-0.107592053,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s2,0.73053143,0.25470594,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s4,0.627294997,0.485282669,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s5,1.139447997,-0.174336388,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s6,0.882600776,0.055838981,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s7,0.841125043,0.099183116,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s8,0.782204179,0.174018649,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,s9,0.791163017,0.155482497,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,c1,0.638020534,0.378919847,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,c2,0.912913522,0.191536232,2
n,n,n,y,n,n,n,n,n,n,y,n,n,n,c3,0.932031574,0.117120043,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s0,0.548262349,0.39146283,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s1,0.853141937,0.091443602,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s2,0.632532836,0.312664378,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s4,0.872861843,0.052216373,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s5,0.682405693,0.294163574,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s6,0.847948677,0.187678822,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s7,0.979845413,0.2778448,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s8,1.039569062,-0.097750027,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,s9,0.937353369,0.160279162,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,qc,1.014274915,-0.192592455,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,c1,0.819930523,0.228668748,2
n,n,n,y,n,n,n,n,n,n,n,n,y,n,c3,0.699640567,0.204706814,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s0,0.577906551,0.312842912,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s1,0.803509687,0.214378544,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s2,1.019984028,0.085234282,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s4,0.777057588,0.323745731,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s5,0.768364361,0.241218392,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s6,0.855870429,0.113346354,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s7,1.029956082,-0.068274085,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s8,1.009690914,0.187022724,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,s9,1.087911971,-0.156080422,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,qc,1.175723115,-0.112710275,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,c1,0.401042051,0.599149227,2
n,n,n,y,n,n,n,n,n,n,n,n,n,y,c2,0.515988689,0.469196535,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s1,0.988868751,0.033146059,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s2,1.040380892,0.047283721,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s3,0.70652094,-0.065551561,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s6,0.705640485,0.198689221,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s7,1.021457648,0.143576588,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s8,0.913420037,-0.198716355,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,s9,0.799622405,-0.167459632,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,qc,1.087817576,-0.188298549,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,c1,1.019320068,-0.311602263,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,c2,0.477281317,0.479205463,2
n,n,n,n,y,y,n,n,n,n,n,n,n,n,c3,1.054311206,0.00128895,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s1,0.868621834,0.045840696,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s2,0.832768068,-0.110964426,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s3,0.806308903,0.141824948,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s5,1.11837173,-0.238441047,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s7,0.981247003,-0.851096365,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s8,1.096045439,-0.291474725,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,s9,1.312180969,-0.194437988,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,qc,0.824475783,0.111502498,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,c1,0.826145491,0.211782698,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,c2,0.559744597,0.389224096,2
n,n,n,n,y,n,y,n,n,n,n,n,n,n,c3,0.851584422,0.166021879,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s1,0.699560569,0.192956786,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s2,0.877091529,0.190067862,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s3,0.950275003,0.134275971,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s5,1.164917912,-0.223191337,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s6,0.942879485,0.005765113,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s8,0.715631776,0.034624694,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,s9,1.191463819,0.077457956,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,qc,0.771886404,0.014165497,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,c1,0.756512526,0.243848295,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,c2,0.857801924,0.193594147,2
n,n,n,n,y,n,n,y,n,n,n,n,n,n,c3,0.903113387,0.115558263,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s1,0.659705966,0.387017101,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s2,0.794849859,0.140780089,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s3,0.670345198,0.137576289,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s5,0.894729834,-0.257913195,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s6,1.148504964,0.074517407,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s7,1.111703507,-0.408904164,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,s9,0.645641506,0.500084328,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,qc,1.159220218,0.023679258,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,c1,0.604311484,0.431507524,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,c2,0.975740766,-0.142204742,2
n,n,n,n,y,n,n,n,y,n,n,n,n,n,c3,0.691208816,0.083339881,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s1,0.624286632,-0.010598416,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s2,0.696995719,0.347671625,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s3,0.680987218,0.259845264,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s5,1.253611949,-0.046925121,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s6,1.15643925,0.019415781,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s7,0.781440321,0.238463816,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,s8,0.431910637,0.494927605,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,qc,0.831356575,0.152804506,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,c1,0.332143384,0.68754356,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,c2,0.484371651,0.501721344,2
n,n,n,n,y,n,n,n,n,y,n,n,n,n,c3,0.584913255,0.403312171,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s0,1.076663818,-0.139067614,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s1,0.776276198,0.250695033,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s2,0.861168271,0.10031205,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s3,0.738197913,0.221244606,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s5,0.800190385,0.177420188,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s6,1.103956664,-0.366068349,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s7,1.531101132,-0.067232505,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s8,0.588926811,0.225814218,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,s9,0.7905579,0.407958868,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,c1,0.872395083,0.150768286,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,c2,0.443736292,0.435110211,2
n,n,n,n,y,n,n,n,n,n,y,n,n,n,c3,0.604736201,0.351933119,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s0,0.746591179,0.279706005,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s1,0.779650972,0.135725427,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s2,0.524382725,0.474486637,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s3,0.521071696,0.296859303,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s5,0.665431093,0.150159333,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s6,0.912836358,0.325199009,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s7,0.610948202,0.238626724,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s8,0.600127934,0.301386531,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,s9,0.694436365,0.285091251,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,qc,0.889130558,-0.097694007,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,c1,0.82784813,0.194132452,2
n,n,n,n,y,n,n,n,n,n,n,n,y,n,c3,0.712615559,0.273039161,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s0,1.214666227,-0.122928735,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s1,0.813848116,0.264504797,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s2,0.878069307,0.123327919,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s3,0.611688938,0.379768595,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s5,0.868853353,0.120791709,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s6,0.771097297,0.198355747,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s7,0.982078294,-0.046323515,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s8,0.866706593,0.175970526,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,s9,0.943572209,-0.098050802,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,qc,1.039810426,-0.05577371,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,c1,0.711993967,0.335789246,2
n,n,n,n,y,n,n,n,n,n,n,n,n,y,c2,0.836969357,0.020241438,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s1,1.330941581,-0.099332651,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s2,0.766349138,0.169667957,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s3,1.044411129,0.072641086,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s4,0.645558552,0.254708556,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s7,0.759636999,0.054760582,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s8,1.188898233,-0.24186433,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,s9,1.304192162,-0.063231109,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,qc,1.49290174,-0.375713845,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,c1,1.114898222,-0.114366469,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,c2,0.46340694,0.494344752,2
n,n,n,n,n,y,y,n,n,n,n,n,n,n,c3,1.001823306,0.018889148,2
n,n,n,n,n,y,n,y,n,n,n,n,n,n,s1,1.285087362,-0.295568375,2
n,n,n,n,n,y,n,y,n,n,n,n,n,n,s2,0.646748906,0.23154011,2
