s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s4,1.0850169675159531,0.044684416530401894
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s7,0.8803656958236673,0.01616454117848476
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s8,1.5427771743119845,-0.2632590023664523
n,n,n,y,n,y,y,n,n,n,n,n,n,n,s9,0.7982627193443657,0.07104828772881144
n,n,n,y,n,y,y,n,n,n,n,n,n,n,qc,1.007676798641359,-0.2042116144626469
n,n,n,y,n,y,y,n,n,n,n,n,n,n,c2,1.675638558092618,-0.31350912799511943
n,n,n,y,n,y,y,n,n,n,n,n,n,n,c3,0.9788632966672675,-0.2212455107348339
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s2,1.2675685207576697,-0.015914415627954925
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s4,1.2025284548216062,-0.3080126650338735
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s6,0.9540884699878247,-0.051101598236726
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s8,0.7129501612814467,0.31200093682134455
n,n,n,y,n,y,n,y,n,n,n,n,n,n,s9,0.5894105702642197,0.20856888743529767
n,n,n,y,n,y,n,y,n,n,n,n,n,n,qc,1.1795459806844832,-0.41652482783933387
n,n,n,y,n,y,n,y,n,n,n,n,n,n,c2,0.9435623526472062,-0.1452568497207214
n,n,n,y,n,y,n,y,n,n,n,n,n,n,c3,0.8062423323714699,0.17091034309588127
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s2,0.7464992404006461,0.13016029038409804
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s4,1.0360052295921198,-0.04695292677836349
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s6,0.9970669385413985,0.05159584878681078
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s7,0.8668177074867152,-0.11399944495362502
n,n,n,y,n,y,n,n,y,n,n,n,n,n,s9,0.38838949634722647,0.5931024915699921
n,n,n,y,n,y,n,n,y,n,n,n,n,n,qc,0.9457998325165743,-0.18667212686910561
n,n,n,y,n,y,n,n,y,n,n,n,n,n,c2,1.2745041953144896,-0.28615345664913727
n,n,n,y,n,y,n,n,y,n,n,n,n,n,c3,1.1386853946237043,-0.17095350274329646
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s2,1.3029032392968396,-0.2121223269463697
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s4,1.013194822267028,-0.16685893964388332
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s6,0.9692433349678488,-0.353688324803276
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s7,0.7888242786130056,0.3386239935397911
n,n,n,y,n,y,n,n,n,y,n,n,n,n,s8,0.49691280606763044,0.5246319162639766
n,n,n,y,n,y,n,n,n,y,n,n,n,n,qc,0.9625475997233442,0.16124859756673227
n,n,n,y,n,y,n,n,n,y,n,n,n,n,c2,1.1005577261971542,-0.0352537751752644
n,n,n,y,n,y,n,n,n,y,n,n,n,n,c3,1.170760937922296,-0.4606600783268684
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s2,0.8494717194473131,0.16788226476592738
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s4,0.725399868933087,0.2573573327852712
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s6,0.9477324971874811,-0.16107312577036348
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s7,0.7465294461281963,0.24381494937055256
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s8,0.7837457498510763,-0.028539784946236546
n,n,n,y,n,y,n,n,n,n,y,n,n,n,s9,0.4984221999248765,0.4547256061318534
n,n,n,y,n,y,n,n,n,n,y,n,n,n,c2,1.4920501732377875,-0.32318023605501556
n,n,n,y,n,y,n,n,n,n,y,n,n,n,c3,1.8968907565869033,-0.34106837962962966
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s2,1.0144051139548025,-0.050967099279967565
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s4,0.9518346469776758,-0.045609040516216615
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s6,0.7368614581638749,0.05244418660165351
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s7,0.8638345562004313,0.24814180351556792
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s8,1.34395535165138,-0.2856852798724985
n,n,n,y,n,y,n,n,n,n,n,n,y,n,s9,0.8521884489814793,-0.04931546459810687
n,n,n,y,n,y,n,n,n,n,n,n,y,n,qc,0.8057059436717822,0.1815452130570151
n,n,n,y,n,y,n,n,n,n,n,n,y,n,c3,0.8076720864755058,0.16944007256805438
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s2,0.9843577093979695,-0.17859411380850032
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s4,1.2411840802135983,-0.2311456766711899
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s6,0.8230091442032357,0.2956696408167304
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s7,1.1632794765942958,-0.057237747369669016
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s8,1.054234890138878,0.03449143682278444
n,n,n,y,n,y,n,n,n,n,n,n,n,y,s9,0.7871440672234558,0.031779269056350645
n,n,n,y,n,y,n,n,n,n,n,n,n,y,qc,0.9609709693453684,-0.18000952747362242
n,n,n,y,n,y,n,n,n,n,n,n,n,y,c2,1.3817504427502443,-0.11979436742781457
n,n,n,y,n,n,y,y,n,n,n,n,n,n,s2,0.9354711445036374,-0.060931666393909234
n,n,n,y,n,n,y,y,n,n,n,n,n,n,s4,1.1031796375645246,0.01392015444632777
n,n,n,y,n,n,y,y,n,n,n,n,n,n,s5,0.7240595802798857,0.2835610008136117
n,n,n,y,n,n,y,y,n,n,n,n,n,n,s8,1.1656610985270015,-0.35695490449612133
n,n,n,y,n,n,y,y,n,n,n,n,n,n,s9,0.877476297890391,0.20187236814808432
n,n,n,y,n,n,y,y,n,n,n,n,n,n,qc,1.0379033484220133,0.011125111136851773
n,n,n,y,n,n,y,y,n,n,n,n,n,n,c2,0.8113394806188301,-0.29512203579684515
n,n,n,y,n,n,y,y,n,n,n,n,n,n,c3,1.6162993546721605,-0.2638103560013785
n,n,n,y,n,n,y,n,y,n,n,n,n,n,s2,0.7769151856836368,-0.16351838179646738
n,n,n,y,n,n,y,n,y,n,n,n,n,n,s4,1.1019809598464798,0.022886523757324917
n,n,n,y,n,n,y,n,y,n,n,n,n,n,s5,0.4982344861493728,0.3371252044135765
n,n,n,y,n,n,y,n,y,n,n,n,n,n,s7,0.8089294533260625,0.1816157235038458
n,n,n,y,n,n,y,n,y,n,n,n,n,n,s9,0.3238591089170568,0.6495734902152105
n,n,n,y,n,n,y,n,y,n,n,n,n,n,qc,1.1548905944834669,-0.08385165884322454
n,n,n,y,n,n,y,n,y,n,n,n,n,n,c2,0.897630962639241,-0.23137015454851384
n,n,n,y,n,n,y,n,y,n,n,n,n,n,c3,1.7034286049750322,-0.1073968214932457
n,n,n,y,n,n,y,n,n,y,n,n,n,n,s2,0.7428880096505127,0.03376936145227971
n,n,n,y,n,n,y,n,n,y,n,n,n,n,s4,0.6587930400348295,0.09432060824350186
n,n,n,y,n,n,y,n,n,y,n,n,n,n,s5,0.7681441006619313,0.2912863950435616
n,n,n,y,n,n,y,n,n,y,n,n,n,n,s7,0.6589854352272924,0.2440486721903884
n,n,n,y,n,n,y,n,n,y,n,n,n,n,s8,0.8720747309762217,0.31285896193865304
n,n,n,y,n,n,y,n,n,y,n,n,n,n,qc,1.1350010373019859,-0.505641901278175
n,n,n,y,n,n,y,n,n,y,n,n,n,n,c2,0.9187166218101861,-0.008236369439372782
n,n,n,y,n,n,y,n,n,y,n,n,n,n,c3,1.0835840672105046,-0.7510282615731343
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s2,0.8606860652917272,0.15689701843392734
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s4,0.6584100361449907,0.4170201950414175
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s5,1.0817241403931326,0.150344968337365
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s7,0.8811713565280258,0.19915408225905462
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s8,0.7037719612877261,0.0764129032258063
n,n,n,y,n,n,y,n,n,n,y,n,n,n,s9,0.7626712826465937,0.3348390684953876
n,n,n,y,n,n,y,n,n,n,y,n,n,n,c2,1.0012652866240344,-0.37353572019085335
n,n,n,y,n,n,y,n,n,n,y,n,n,n,c3,2.2548380087496263,-0.992663483796297
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s2,1.1519540839919924,-0.2576089871607048
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s4,1.0779361586635599,-0.06696708037319787
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s5,0.6640237297383438,0.36758821481281767
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s7,1.2432140885263525,-0.2592938072989359
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s8,0.980125492938707,-0.2884440093087768
n,n,n,y,n,n,y,n,n,n,n,n,y,n,s9,1.4219263198582377,0.014127399407015462
n,n,n,y,n,n,y,n,n,n,n,n,y,n,qc,1.804083447630307,-0.4714469853465602
n,n,n,y,n,n,y,n,n,n,n,n,y,n,c3,0.7907673151873217,0.18682389187972215
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s2,0.8817642258156174,0.3066739515316337
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s4,1.2367085933014552,-0.40026207616525533
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s5,0.597466118952804,0.37914079897649144
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s7,0.7854892874336851,-0.16829443777304642
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s8,1.244950542743957,0.0027914880495378824
n,n,n,y,n,n,y,n,n,n,n,n,n,y,s9,1.0698245222755853,-0.03409787522978158
n,n,n,y,n,n,y,n,n,n,n,n,n,y,qc,1.5530492514898315,-0.3143298442288547
n,n,n,y,n,n,y,n,n,n,n,n,n,y,c2,0.9412509891101959,-0.29120810686136983
n,n,n,y,n,n,n,y,y,n,n,n,n,n,s2,0.9207745285570526,0.1584610760266849
n,n,n,y,n,n,n,y,y,n,n,n,n,n,s4,1.3692955615104188,-0.3496787519502538
n,n,n,y,n,n,n,y,y,n,n,n,n,n,s5,0.739746807245105,0.23485362442231095
n,n,n,y,n,n,n,y,y,n,n,n,n,n,s6,0.9758522094051362,-0.13612376281369487
n,n,n,y,n,n,n,y,y,n,n,n,n,n,s9,0.40262305920742836,0.6170593032496126
n,n,n,y,n,n,n,y,y,n,n,n,n,n,qc,1.6019784619675996,-0.10745782882111055
n,n,n,y,n,n,n,y,y,n,n,n,n,n,c2,1.6069133904372634,-0.5115637410298355
n,n,n,y,n,n,n,y,y,n,n,n,n,n,c3,1.2371193625838999,-0.5434499106694806
n,n,n,y,n,n,n,y,n,y,n,n,n,n,s2,0.9056985416987107,0.1782671064608048
n,n,n,y,n,n,n,y,n,y,n,n,n,n,s4,0.9304703240244393,-0.16894023382881418
n,n,n,y,n,n,n,y,n,y,n,n,n,n,s5,0.7608142381380371,0.3196235896745736
n,n,n,y,n,n,n,y,n,y,n,n,n,n,s6,0.9784901642587454,0.22171378205837633
n,n,n,y,n,n,n,y,n,y,n,n,n,n,s8,0.557398825588304,0.2672599755856876
n,n,n,y,n,n,n,y,n,y,n,n,n,n,qc,1.2220358031011649,-0.16882867814018088
n,n,n,y,n,n,n,y,n,y,n,n,n,n,c2,1.0346597372562496,-0.13547698205450165
n,n,n,y,n,n,n,y,n,y,n,n,n,n,c3,1.8917566206954883,-0.3374386359151909
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s2,1.1016196458290919,-0.3056122098342069
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s4,0.6715000736178962,0.3268299100025265
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s5,0.6193312447904077,0.40790600432363494
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s6,1.1223166077494877,-0.23643542212407342
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s8,1.103093386655763,0.31732966091694215
n,n,n,y,n,n,n,y,n,n,y,n,n,n,s9,0.585958552105653,0.25452562844358906
n,n,n,y,n,n,n,y,n,n,y,n,n,n,c2,1.4561238704661577,-0.9975107255054796
n,n,n,y,n,n,n,y,n,n,y,n,n,n,c3,1.3617872272771958,-0.4003776032433177
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s2,0.9631994083025838,0.024260109207299374
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s4,1.1045456188876575,-0.07686933599676493
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s5,0.7452517148849016,0.19774744437755187
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s6,1.6746579972068616,-0.5766704084742913
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s8,1.0611765917815539,-0.12056685322197436
n,n,n,y,n,n,n,y,n,n,n,n,y,n,s9,1.2137056534975812,-0.3144688080074245
n,n,n,y,n,n,n,y,n,n,n,n,y,n,qc,1.1590187933838276,-0.16121266664999312
n,n,n,y,n,n,n,y,n,n,n,n,y,n,c3,0.9461415915005409,0.027046613674364783
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s2,0.8119900222322946,0.18231327976465217
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s4,1.1666245927283585,-0.11940343866220295
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s5,0.9298556367470734,-0.011826661683355999
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s6,1.2110126463747848,-0.33017952014511875
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s8,1.0107873529969857,0.10911551145056264
n,n,n,y,n,n,n,y,n,n,n,n,n,y,s9,0.8562246904020411,0.11776815057953238
n,n,n,y,n,n,n,y,n,n,n,n,n,y,qc,0.7375359281971633,0.011595766501426685
n,n,n,y,n,n,n,y,n,n,n,n,n,y,c2,1.629991998659501,-0.2777274421492053
n,n,n,y,n,n,n,n,y,y,n,n,n,n,s2,1.43567924158858,-1.580110496746533
n,n,n,y,n,n,n,n,y,y,n,n,n,n,s4,1.0433988400636458,-0.054424667185622104
n,n,n,y,n,n,n,n,y,y,n,n,n,n,s5,1.1542812275251177,-0.0723679534460786
n,n,n,y,n,n,n,n,y,y,n,n,n,n,s6,1.3394683913771748,-0.3798984491541584
n,n,n,y,n,n,n,n,y,y,n,n,n,n,s7,0.6258044223675491,0.37910055569611345
n,n,n,y,n,n,n,n,y,y,n,n,n,n,qc,1.1407145008287725,-0.111262384417532
n,n,n,y,n,n,n,n,y,y,n,n,n,n,c2,1.0288819826794644,-0.41142030383969286
n,n,n,y,n,n,n,n,y,y,n,n,n,n,c3,1.3731683174848517,-0.7131867635871867
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s2,0.9039801709451265,0.10747063422347712
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s4,0.652521749928955,0.14601586070087214
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s5,0.7916596244606663,0.1911594746712878
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s6,0.9600686264576881,-0.012360261904761805
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s7,0.7842908213761074,0.3173745154710915
n,n,n,y,n,n,n,n,y,n,y,n,n,n,s9,0.223052387762461,0.7404301960784313
n,n,n,y,n,n,n,n,y,n,y,n,n,n,c2,1.5322704795920072,-0.4413499272486774
n,n,n,y,n,n,n,n,y,n,y,n,n,n,c3,1.5202319861505302,-0.8966657496331867
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s2,0.9431405091635068,-0.068980952815489
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s4,1.1600012368078394,-0.07519685658412034
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s5,1.0569736594687507,-0.23950238133838275
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s6,1.4651617136744193,-0.2538838521082638
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s7,0.8111346377643376,0.3688172315191133
n,n,n,y,n,n,n,n,y,n,n,n,y,n,s9,0.25343042827876944,0.778320070854967
n,n,n,y,n,n,n,n,y,n,n,n,y,n,qc,0.8933397010657986,-0.01936013935538039
n,n,n,y,n,n,n,n,y,n,n,n,y,n,c3,0.6057826712370923,0.021079573052315892
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s2,0.7845200334300274,-0.0909855371678141
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s4,0.9555886061537608,0.13971152729877268
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s5,0.9617394043990048,-0.0697127331810865
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s6,1.321118914095861,-0.4630952763515639
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s7,0.7025892944967596,-0.04499345558388868
n,n,n,y,n,n,n,n,y,n,n,n,n,y,s9,0.41207555334275675,0.61935407315663
n,n,n,y,n,n,n,n,y,n,n,n,n,y,qc,0.8693866872263557,0.05404106077379278
n,n,n,y,n,n,n,n,y,n,n,n,n,y,c2,0.853758036909182,0.13843841836725013
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s2,1.0702327241843788,0.04429640075808594
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s4,0.43999012970633744,0.5872946128198122
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s5,0.47414093045053657,0.2304714992065524
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s6,0.8080369321083641,-0.23613170343477988
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s7,0.8023642578766688,0.1677849586661062
n,n,n,y,n,n,n,n,n,y,y,n,n,n,s8,0.43761203835674306,0.5854658700980392
n,n,n,y,n,n,n,n,n,y,y,n,n,n,c2,1.8097246272171876,-0.6049003595096847
n,n,n,y,n,n,n,n,n,y,y,n,n,n,c3,1.3676913038251721,-0.7063535537131522
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s2,1.3396118181367536,-0.2820086361738696
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s4,1.097826185268531,-0.046979686370078655
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s5,0.6382946835354419,0.24796405670036892
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s6,1.0566016252547927,-0.2409001698504063
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s7,0.408607242101398,0.33317373554408647
n,n,n,y,n,n,n,n,n,y,n,n,y,n,s8,0.5867208207592948,0.43871772100312284
n,n,n,y,n,n,n,n,n,y,n,n,y,n,qc,1.0960227034981624,-0.04630721535338678
n,n,n,y,n,n,n,n,n,y,n,n,y,n,c3,0.7936363910720206,-0.8702898682914593
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s2,1.3491757376158442,-1.0601617933267327
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s4,1.0283336241839216,-0.23024915531102375
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s5,0.9130262592644565,0.06715889460008184
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s6,1.6518477559600553,-0.4788026132318268
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s7,0.6744462186874226,0.18060024587691448
n,n,n,y,n,n,n,n,n,y,n,n,n,y,s8,0.480536530155488,0.544805044298793
n,n,n,y,n,n,n,n,n,y,n,n,n,y,qc,0.833453096380966,-0.052413499321890544
n,n,n,y,n,n,n,n,n,y,n,n,n,y,c2,0.9267029155470049,-0.017000847637907768
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s0,0.6951433400356859,0.16335190521243348
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s1,0.9298416661168611,0.23196831583245026
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s2,0.8268948336206198,0.2497650675143507
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s4,0.7273921087864905,0.21425541837839168
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s5,0.9517849477855738,-0.2124660321816756
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s6,0.9324180712843955,0.22188516305668418
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s7,0.7391690690912688,0.28305621069182385
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s8,1.212579784244859,0.08199346501251492
n,n,n,y,n,n,n,n,n,n,y,y,n,n,s9,0.5700954220836717,0.47174223696764694
n,n,n,y,n,n,n,n,n,n,y,y,n,n,c2,1.5725273036653833,-0.5869005647214189
n,n,n,y,n,n,n,n,n,n,y,y,n,n,c3,1.3751858717414793,-0.7157038965586238
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s0,0.7723282769535275,0.327293172613054
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s1,1.3014664187933327,0.055679396149316385
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s2,1.0179388583824567,0.06554553527506135
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s4,0.8555077406643158,0.1460063808195189
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s5,0.6912498115155143,0.26220927424437335
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s6,0.8242570838339655,0.25257239284739275
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s7,0.7906786182157185,-0.05573873556998521
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s8,0.7554355945995944,-0.1749036329085618
n,n,n,y,n,n,n,n,n,n,y,n,y,n,s9,0.7291811596802809,0.0028438366994263387
n,n,n,y,n,n,n,n,n,n,y,n,y,n,c1,1.2743193843881313,-0.22562319879737644
n,n,n,y,n,n,n,n,n,n,y,n,y,n,c3,1.3522425905059832,-0.6870794917967187
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s0,0.6714589487295292,0.35903489603408045
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s1,0.5618763110601047,0.43005811751215
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s2,0.8056813709003061,0.37178325005694124
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s4,0.5235182469599042,0.4072469849401824
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s5,1.0804458017205452,0.1736564532226691
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s6,0.9466489711720965,0.2100092946166594
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s7,0.8289970339296286,0.30494184505606536
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s8,0.7549575020066523,0.42164761590133226
n,n,n,y,n,n,n,n,n,n,y,n,n,y,s9,0.5784405094318952,0.4738668667518095
n,n,n,y,n,n,n,n,n,n,y,n,n,y,c1,1.3069205490101634,-0.34848274558865633
n,n,n,y,n,n,n,n,n,n,y,n,n,y,c2,1.142935248509583,-0.3872474017965266
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s0,1.043097337606186,0.12178222088531608
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s2,1.0722888913061117,-0.1329172715092981
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s4,0.9369528713392578,0.04493494095532724
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s5,1.171814733717495,-0.12402685466288266
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s6,1.0361424187120116,-0.0010527125006976057
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s7,1.466380110942702,-0.005084300468863656
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s8,1.3878202203322494,-0.45554928179827475
n,n,n,y,n,n,n,n,n,n,n,n,y,y,s9,0.9516193327915055,0.14749910760910612
n,n,n,y,n,n,n,n,n,n,n,n,y,y,qc,1.060646697286261,-0.33334962193693496
n,n,n,n,y,y,y,n,n,n,n,n,n,n,s2,1.044745373967674,-0.15336753448895357
n,n,n,n,y,y,y,n,n,n,n,n,n,n,s3,1.2138485243727923,-0.3875902356980965
n,n,n,n,y,y,y,n,n,n,n,n,n,n,s7,0.6369199005919417,0.07115576800597034
n,n,n,n,y,y,y,n,n,n,n,n,n,n,s8,0.742083624159998,0.024478797007590924
n,n,n,n,y,y,y,n,n,n,n,n,n,n,s9,1.3909214529529332,-0.17176110079339146
n,n,n,n,y,y,y,n,n,n,n,n,n,n,qc,0.9605634272912785,0.07253845557910688
n,n,n,n,y,y,y,n,n,n,n,n,n,n,c2,0.9601227082938311,-0.1653571225695678
n,n,n,n,y,y,y,n,n,n,n,n,n,n,c3,1.2645508736083255,-0.11751901443214252
n,n,n,n,y,y,n,y,n,n,n,n,n,n,s2,0.5566334823639277,0.32966509642988334
n,n,n,n,y,y,n,y,n,n,n,n,n,n,s3,0.8182869559838939,0.01766226193807452
n,n,n,n,y,y,n,y,n,n,n,n,n,n,s6,1.1112470767177536,-0.5579126640221026
n,n,n,n,y,y,n,y,n,n,n,n,n,n,s8,0.80900779466603,-0.06349773986211016
n,n,n,n,y,y,n,y,n,n,n,n,n,n,s9,1.037921705247123,-0.04407104303122633
n,n,n,n,y,y,n,y,n,n,n,n,n,n,qc,1.0511649094402542,-0.12386734510940678
n,n,n,n,y,y,n,y,n,n,n,n,n,n,c2,1.7281038089722227,-0.6255630663872696
n,n,n,n,y,y,n,y,n,n,n,n,n,n,c3,1.4603288953961937,-0.29053353407069227
n,n,n,n,y,y,n,n,y,n,n,n,n,n,s2,1.283863322985766,-0.17166393938169966
n,n,n,n,y,y,n,n,y,n,n,n,n,n,s3,0.9317683234752678,0.03685410922168675
n,n,n,n,y,y,n,n,y,n,n,n,n,n,s6,0.8018085997163704,0.16407309442805662
n,n,n,n,y,y,n,n,y,n,n,n,n,n,s7,0.9967216285924437,-0.009613216316739503
n,n,n,n,y,y,n,n,y,n,n,n,n,n,s9,0.4903192295367413,0.6005459412626994
n,n,n,n,y,y,n,n,y,n,n,n,n,n,qc,0.9159695713056721,-0.15583923733667704
n,n,n,n,y,y,n,n,y,n,n,n,n,n,c2,1.0672530451951718,-0.07700798337378667
n,n,n,n,y,y,n,n,y,n,n,n,n,n,c3,1.3373893989030758,-0.3752883883215383
n,n,n,n,y,y,n,n,n,y,n,n,n,n,s2,1.3353544195372915,-0.8850496212919307
n,n,n,n,y,y,n,n,n,y,n,n,n,n,s3,0.9534307441175166,0.3001472374092158
n,n,n,n,y,y,n,n,n,y,n,n,n,n,s6,0.6357226967645762,0.19992527260036608
n,n,n,n,y,y,n,n,n,y,n,n,n,n,s7,1.1221028374759148,-0.2405003721381025
n,n,n,n,y,y,n,n,n,y,n,n,n,n,s8,0.32537300139264874,0.6605901069829643
n,n,n,n,y,y,n,n,n,y,n,n,n,n,qc,0.9707906588765806,-0.07983205898487933
n,n,n,n,y,y,n,n,n,y,n,n,n,n,c2,1.5960142671368776,-0.34733069025130714
n,n,n,n,y,y,n,n,n,y,n,n,n,n,c3,1.2103999473162963,-0.24470030503789308
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s2,0.5225034528720565,0.25622999064155816
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s3,0.8033422849263715,0.13407000760342336
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s6,0.747134089011238,0.40573325550766276
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s7,0.7211702631168289,-0.1562656378600824
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s8,0.6549636373234233,0.2375518741633199
n,n,n,n,y,y,n,n,n,n,y,n,n,n,s9,0.8081801185184867,0.21880894860658684
n,n,n,n,y,y,n,n,n,n,y,n,n,n,c2,1.8786242918412324,-0.6660019740107046
n,n,n,n,y,y,n,n,n,n,y,n,n,n,c3,1.0342188674527606,-0.6712560846560842
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s2,0.7383919591709692,0.2647468226923212
