s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score
n,n,n,n,n,n,n,y,y,n,n,n,n,n,s4,1.1762682853366382,0.005767505300329988
n,n,n,n,n,n,n,y,y,n,n,n,n,n,s5,0.831051141691131,0.24572521595785216
n,n,n,n,n,n,n,y,y,n,n,n,n,n,s6,0.7594349162916455,-0.008199832029058829
n,n,n,n,n,n,n,y,y,n,n,n,n,n,s9,0.38543352800634645,0.5748083931906425
n,n,n,n,n,n,n,y,y,n,n,n,n,n,qc,1.2438797854760602,-0.21454164396742592
n,n,n,n,n,n,n,y,y,n,n,n,n,n,c1,1.10414792863479,-0.23894701879368532
n,n,n,n,n,n,n,y,y,n,n,n,n,n,c2,0.8944502025252088,-0.08564655881209293
n,n,n,n,n,n,n,y,y,n,n,n,n,n,c3,0.8053169623140751,-0.3013598143486085
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s1,0.6481423257567686,0.2536984206142795
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s2,0.6217542552912246,0.2211314513911995
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s3,0.6565899483232563,0.17305665144245974
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s4,1.0095704235824203,-0.020238778305512017
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s5,0.598023852249916,0.32851246823456526
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s6,1.0806793527196639,0.08365517786590448
n,n,n,n,n,n,n,y,n,y,n,n,n,n,s8,0.39527906523099515,0.13199477041838203
n,n,n,n,n,n,n,y,n,y,n,n,n,n,qc,1.0982055699639819,-0.13666955714762108
n,n,n,n,n,n,n,y,n,y,n,n,n,n,c1,1.2074743919886524,-0.09485900416433424
n,n,n,n,n,n,n,y,n,y,n,n,n,n,c2,0.9262300082539989,-0.12421956894923958
n,n,n,n,n,n,n,y,n,y,n,n,n,n,c3,1.377219235850332,-0.07686978140568224
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s0,1.2261617172624333,-0.03798690340082511
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s1,0.792009357425375,0.29719119956754325
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s2,0.9907044436780104,0.051895754094588575
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s3,0.8532611016138791,-0.1208517271250351
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s4,0.6430252314959731,0.39169243819884736
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s5,0.8854326153782962,-0.30325111860118437
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s6,0.5927839025823313,0.40751582693899036
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s8,0.7838687475863992,0.37146783550211204
n,n,n,n,n,n,n,y,n,n,y,n,n,n,s9,0.5613478547720812,0.4814669962148286
n,n,n,n,n,n,n,y,n,n,y,n,n,n,c1,1.6372134638280964,-0.5746498305168628
n,n,n,n,n,n,n,y,n,n,y,n,n,n,c2,1.3517424636122726,-0.2715339279428486
n,n,n,n,n,n,n,y,n,n,y,n,n,n,c3,1.2878952112582445,-0.32439163258743875
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s0,0.7842843779868864,0.05606514106760352
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s1,0.7741343764587839,0.06346225581225251
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s2,0.7621295084413072,0.18881765587244048
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s3,1.3298918638840025,0.05893274578783336
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s4,1.0734608329172879,-0.006893197762721571
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s5,0.6119882790784003,0.4149260375766344
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s6,1.2652876234929058,0.02764972261468379
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s8,0.9513453174185164,0.1874486858127612
n,n,n,n,n,n,n,y,n,n,n,y,n,n,s9,0.6288302589130625,0.3570922280311599
n,n,n,n,n,n,n,y,n,n,n,y,n,n,qc,0.8348862190904537,-0.1484765035774005
n,n,n,n,n,n,n,y,n,n,n,y,n,n,c2,0.9962579293384435,-0.005363955837411227
n,n,n,n,n,n,n,y,n,n,n,y,n,n,c3,1.5590595412712764,-0.013542672396202438
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s0,1.139295910013626,0.0317687066813358
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s1,1.0515470893451373,-0.10621569726362123
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s2,0.873838123584293,0.1462509334385408
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s3,0.955614547406168,0.13435491873560967
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s4,0.9551305696933653,0.08910689351776624
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s5,0.9772699237999737,0.06258420640990059
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s6,1.3296526571014617,-0.37747646923515177
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s8,0.9923169943453811,-0.49810295099720703
n,n,n,n,n,n,n,y,n,n,n,n,y,n,s9,1.0150262884915264,-0.07191029783414726
n,n,n,n,n,n,n,y,n,n,n,n,y,n,qc,0.8183428230399133,-0.266883760312266
n,n,n,n,n,n,n,y,n,n,n,n,y,n,c1,0.8569146575450396,0.1158340642691108
n,n,n,n,n,n,n,y,n,n,n,n,y,n,c3,1.5683314987906998,-0.019570360469563397
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s0,0.7173534852280042,0.24106846594503772
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s1,0.7428364417294313,0.1840127954143027
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s2,1.026301884199181,0.09177085106695371
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s3,1.0333512215298115,-0.012737082095978236
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s4,0.9835298604994517,-0.26258755966409897
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s5,1.092425386947118,-0.2721592617623019
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s6,1.012117309040694,0.17038234311336198
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s8,0.8596862553551847,0.23443609418191036
n,n,n,n,n,n,n,y,n,n,n,n,n,y,s9,0.7954125410317141,0.27596042161450807
n,n,n,n,n,n,n,y,n,n,n,n,n,y,qc,1.2974866448416567,-0.16296137838034785
n,n,n,n,n,n,n,y,n,n,n,n,n,y,c1,1.359819705726927,-0.23299579579755836
n,n,n,n,n,n,n,y,n,n,n,n,n,y,c2,1.0745216443041825,-0.30420980644260043
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s1,0.7434233813163384,0.281259472667419
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s2,0.8006917879729513,-0.05388022099385359
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s3,0.9519442003795887,0.17064462296479332
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s4,0.8898124853603327,0.062498749743321265
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s5,1.067977264330142,-0.06355129529659842
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s6,0.9216392699400174,0.03436983197417698
n,n,n,n,n,n,n,n,y,y,n,n,n,n,s7,0.908839570963341,0.09391184444567635
n,n,n,n,n,n,n,n,y,y,n,n,n,n,qc,1.0088142735488417,-0.1929192422502195
n,n,n,n,n,n,n,n,y,y,n,n,n,n,c1,0.9716129935652461,-0.20578616040751574
n,n,n,n,n,n,n,n,y,y,n,n,n,n,c2,1.0003429324434812,-0.00948629680991031
n,n,n,n,n,n,n,n,y,y,n,n,n,n,c3,1.836201563255108,-0.19371235684952004
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s0,0.500679888765611,0.2500801799088249
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s1,0.9326700607180701,0.13116106621063306
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s2,0.7875755016456666,0.09638103333853754
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s3,0.8041117512418455,0.32126776585020134
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s4,0.549979405643271,0.3930003821510879
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s5,0.8623723115137268,0.1755535151947829
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s6,0.6639630873631982,0.14618674061115844
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s7,0.6200656250780624,0.24666844197310833
n,n,n,n,n,n,n,n,y,n,y,n,n,n,s9,0.23683968216579676,0.7617571221991621
n,n,n,n,n,n,n,n,y,n,y,n,n,n,c1,1.7523348478609595,-0.5889029193668736
n,n,n,n,n,n,n,n,y,n,y,n,n,n,c2,1.392942910481052,-0.6906963329161242
n,n,n,n,n,n,n,n,y,n,y,n,n,n,c3,1.4560728018675342,-0.8166197247747724
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s0,0.9944093419748263,0.19043034377210952
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s1,0.7064767427694539,-0.010267630203214306
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s2,1.4048300481610865,0.025006639590429036
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s3,1.32770431756434,-0.018314441566833706
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s4,1.217197386058967,-0.032540032699558186
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s5,0.7435802810906992,0.06929839761911671
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s6,0.9605857870461065,-0.12188910334806868
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s7,1.4178010956372094,-0.20969377996289684
n,n,n,n,n,n,n,n,y,n,n,y,n,n,s9,0.5999642636913821,0.3381484723795708
n,n,n,n,n,n,n,n,y,n,n,y,n,n,qc,0.9722225860617508,-0.006543752311367612
n,n,n,n,n,n,n,n,y,n,n,y,n,n,c2,0.9282641439618109,0.17679660432367528
n,n,n,n,n,n,n,n,y,n,n,y,n,n,c3,0.9773077655465122,-0.005002748545037017
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s0,1.0527005479307114,-0.04442663365125932
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s1,0.8500607415579701,0.04601810998750466
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s2,1.0430236594855076,-0.014801309223642091
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s3,1.0529933697258038,-0.018088572509148637
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s4,1.0563395130026545,-0.09155021101311922
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s5,0.7879618933110564,0.0044380741833557336
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s6,1.3609039090579091,-0.08890988014351331
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s7,0.7606428444023394,0.28005688715333776
n,n,n,n,n,n,n,n,y,n,n,n,y,n,s9,0.5234867378794036,0.49767655543667516
n,n,n,n,n,n,n,n,y,n,n,n,y,n,qc,1.0329278431212552,0.05307352138233756
n,n,n,n,n,n,n,n,y,n,n,n,y,n,c1,1.048926046959532,-0.471229267737688
n,n,n,n,n,n,n,n,y,n,n,n,y,n,c3,1.0069142398023947,-0.03544821214498195
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s0,0.8796140286399505,0.16033303541375288
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s1,1.093160049836545,0.02230837415867748
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s2,0.9942281153959909,-0.1813308388632826
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s3,0.8342064993104698,0.19344591478101625
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s4,1.03543168612625,-0.11849555034005799
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s5,0.99704673056662,0.011009848420543422
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s6,1.042693927139141,-0.026186819917745737
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s7,0.49994960474823075,0.17261619761675973
n,n,n,n,n,n,n,n,y,n,n,n,n,y,s9,0.3104133842697625,0.5400025896495104
n,n,n,n,n,n,n,n,y,n,n,n,n,y,qc,1.2282880011414634,-0.23369845206722475
n,n,n,n,n,n,n,n,y,n,n,n,n,y,c1,0.9395362253678651,-0.05423881644866735
n,n,n,n,n,n,n,n,y,n,n,n,n,y,c2,0.9018329144393799,0.08992412540473005
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s0,0.5927673909089505,0.43613816007341927
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s1,0.580864803905187,0.1614287374201705
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s2,0.5930815082378192,0.17768404831167295
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s3,1.1949126524147458,-0.09905553160855729
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s4,1.0363973459190525,-0.19358042639556294
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s5,1.3795687039704139,-0.238678204157045
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s6,0.7944195154487232,0.16707078188003355
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s7,1.265915848216383,-0.2559937555561025
n,n,n,n,n,n,n,n,n,y,y,n,n,n,s8,0.41961794958587584,0.6010442736094028
n,n,n,n,n,n,n,n,n,y,y,n,n,n,c1,1.8820170655509203,-0.706490294022508
n,n,n,n,n,n,n,n,n,y,y,n,n,n,c2,1.2348193505180962,-0.4987725139530865
n,n,n,n,n,n,n,n,n,y,y,n,n,n,c3,1.790015421626907,-0.3996417314125058
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s0,0.7559721583513869,0.4373484747925154
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s1,0.7206111120080545,0.25530809350233974
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s2,0.9753005386818848,-0.057341860538692176
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s3,1.0801159801362445,-0.01492375355875897
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s4,1.2857846655738399,-0.077598480236861
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s5,1.06028520591449,-0.13408443654938074
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s6,0.8685612146547246,0.049506109241702956
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s7,0.8302969432974516,0.2609077612826659
n,n,n,n,n,n,n,n,n,y,n,y,n,n,s8,0.4434944243490073,0.5271631134518425
n,n,n,n,n,n,n,n,n,y,n,y,n,n,qc,1.1786535411971613,-0.2726820623834185
n,n,n,n,n,n,n,n,n,y,n,y,n,n,c2,0.8130169616984775,0.1795518763711449
n,n,n,n,n,n,n,n,n,y,n,y,n,n,c3,1.057625094471413,0.06534709051296361
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s0,0.670948501048629,0.12550141355087807
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s1,0.7664112158727652,0.2461834435952458
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s2,0.9492926373026142,0.01649221233768361
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s3,1.010351068690829,0.0009388557720700907
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s4,1.2198647040058688,-0.07808157218571998
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s5,0.7457026439821255,0.1631602449481132
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s6,0.9228281498669272,-0.06017742764659828
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s7,0.7359650134735318,0.2698033897490817
n,n,n,n,n,n,n,n,n,y,n,n,y,n,s8,0.3898666836969337,0.6237774704111849
n,n,n,n,n,n,n,n,n,y,n,n,y,n,qc,0.9403170454612119,-0.09678439137263073
n,n,n,n,n,n,n,n,n,y,n,n,y,n,c1,0.962732926522235,0.006650602434433162
n,n,n,n,n,n,n,n,n,y,n,n,y,n,c3,1.0899101827311877,0.036815854035329276
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s0,0.6527621266885021,0.4673729499832577
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s1,0.8295417349553884,0.1992801737168538
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s2,0.9906908203275009,-0.021302884703158664
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s3,1.33362153333232,-0.347487983883096
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s4,1.0224099867995902,-0.23494623705288276
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s5,1.278471268863307,-0.08391751943935644
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s6,1.6913951302466959,-0.7721273572950866
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s7,0.8298154991488683,0.29198626596769595
n,n,n,n,n,n,n,n,n,y,n,n,n,y,s8,0.6935206021368865,0.08831831067231832
n,n,n,n,n,n,n,n,n,y,n,n,n,y,qc,0.7574626875046633,-0.07984732991020671
n,n,n,n,n,n,n,n,n,y,n,n,n,y,c1,0.818336402395154,0.08175759803179683
n,n,n,n,n,n,n,n,n,y,n,n,n,y,c2,0.89328704648438,0.019671063706179992
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s1,0.8169768747746391,0.2114084757111777
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s2,1.0673383185707732,-0.07482646978138607
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s3,0.9553643650174282,-0.22472165044199288
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s4,0.8212226601779186,0.008063450999845734
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s5,0.8558834180126581,-0.23708439321432584
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s6,1.1588547595767098,-0.6513156646898359
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s7,1.0223755078752024,-0.27410046807359323
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s8,0.7913986592444012,0.07872683284157067
n,n,n,n,n,n,n,n,n,n,y,y,n,n,s9,0.5097889322943228,0.41815872350863426
n,n,n,n,n,n,n,n,n,n,y,y,n,n,c2,1.231047386016947,-0.6887508041380517
n,n,n,n,n,n,n,n,n,n,y,y,n,n,c3,1.9374455797735326,-0.3697399258576888
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s1,0.8861320754601147,-0.1074701551662387
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s2,1.3118770844320908,-0.1346256647507964
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s3,1.3101289908369027,-0.04735546785773126
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s4,0.6294174739804229,0.41196036197294633
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s5,1.1447705716370709,-0.22249634298873122
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s6,0.9082700859919385,0.0970797263450831
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s7,0.8607462698222276,-0.004206911659331292
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s8,0.8974137169673494,0.04321162887377206
n,n,n,n,n,n,n,n,n,n,y,n,y,n,s9,0.7477605901617718,0.2018118988814619
n,n,n,n,n,n,n,n,n,n,y,n,y,n,c1,1.5074018955957855,-0.208165678993955
n,n,n,n,n,n,n,n,n,n,y,n,y,n,c3,2.281239374506292,-0.612796087962963
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s1,0.9031291145442263,0.20941106527001452
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s2,0.6178653480839543,0.43085094905138427
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s3,1.0266527021730636,-0.5532584392458548
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s4,0.5875527468112092,0.3278648180955782
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s5,1.1451051978727798,-0.09474520754882865
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s6,1.233288876520544,-0.7439143972751281
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s7,1.0238485028684836,0.017365401580241135
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s8,1.2392139480043178,-0.07747133090412262
n,n,n,n,n,n,n,n,n,n,y,n,n,y,s9,0.5278242202145983,0.4881350867071354
n,n,n,n,n,n,n,n,n,n,y,n,n,y,c1,1.2740767972926805,-0.22538988180043185
n,n,n,n,n,n,n,n,n,n,y,n,n,y,c2,1.451319554193155,-0.5927361315537407
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s1,1.2105004528017005,0.01758870358099307
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s2,1.3463515201591774,-0.2964242721213777
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s3,0.911881633518879,0.09830796796022312
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s4,1.0754964748930949,0.029904449247041498
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s5,0.9312910405137885,0.044119646062594775
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s6,1.0669011632332144,-0.06636170564409882
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s7,1.3754522908366773,-0.02473986440096332
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s8,1.5802215969363793,-0.18819048359248658
n,n,n,n,n,n,n,n,n,n,n,y,y,n,s9,0.9914879248531271,-0.004170090890856626
n,n,n,n,n,n,n,n,n,n,n,y,y,n,qc,1.2735915467770464,-0.1294252100691653
n,n,n,n,n,n,n,n,n,n,n,y,y,n,c3,1.2392567526402238,0.12386728680220493
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s1,1.0643876316315866,-0.027406149181591566
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s2,0.9676810881967932,-0.11094376740161427
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s3,0.9287357103430172,-0.04502781524148336
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s4,1.3430341673739525,-0.02300451940246395
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s5,0.9715010899472458,-0.25591080782274567
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s6,1.0013875477532599,-0.03740460055347339
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s7,1.2428876675300244,0.01704029858284084
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s8,1.308787032162322,-0.0716628610329586
n,n,n,n,n,n,n,n,n,n,n,y,n,y,s9,1.0213264131435178,-0.13088187190446443
n,n,n,n,n,n,n,n,n,n,n,y,n,y,qc,1.023688244353398,-0.09777223936966761
n,n,n,n,n,n,n,n,n,n,n,y,n,y,c2,0.8205222041070838,0.22816523913547415
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s1,1.1028864701173102,0.039641720385212964
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s2,1.129409779944403,-0.05071717474441483
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s3,0.9274527656389023,-0.09869098380985486
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s4,0.7863037768877945,-0.015641802332455157
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s5,0.9875222095894102,-0.10821364336714479
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s6,0.88799934759143,0.0015903547054307854
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s7,1.2395851809023184,-0.019561786296589334
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s8,0.978745833558091,0.07286930672043068
n,n,n,n,n,n,n,n,n,n,n,n,y,y,s9,0.9683052469946846,-0.06719564915433152
n,n,n,n,n,n,n,n,n,n,n,n,y,y,qc,0.9847609681016463,-0.10167439798029321
n,n,n,n,n,n,n,n,n,n,n,n,y,y,c1,0.9943020583573985,0.14177638769452539
y,n,n,n,n,n,n,n,n,n,y,n,y,n,s2,0.8497384573327024,0.15161368715297918
n,y,n,n,n,n,n,n,n,n,y,y,n,n,s2,0.8578024375229237,0.05301185617654902
n,y,n,n,n,n,n,n,n,n,y,n,y,n,s2,1.1085754674415171,0.0005060141651805905
n,n,y,y,y,n,n,n,n,n,n,n,n,n,s5,0.6321599959033313,-0.05762747595752482
n,n,y,y,y,n,n,n,n,n,n,n,n,n,s6,1.1440450245746536,-0.3798203514441898
n,n,y,y,y,n,n,n,n,n,n,n,n,n,s7,1.6551396475217246,-0.6129814365186854
n,n,y,y,y,n,n,n,n,n,n,n,n,n,s8,1.402532126796319,-0.17838222296411918
n,n,y,y,y,n,n,n,n,n,n,n,n,n,s9,1.474251317582041,-0.1040524915016805
n,n,y,y,y,n,n,n,n,n,n,n,n,n,qc,1.0966477427445198,-0.06040502555828665
n,n,y,y,y,n,n,n,n,n,n,n,n,n,c2,1.238578279143418,-0.35926534666315635
n,n,y,y,y,n,n,n,n,n,n,n,n,n,c3,1.2933555098755327,-0.011295390700495345
n,n,y,y,n,y,n,n,n,n,n,n,n,n,s4,0.4609634637404894,0.5676218807334155
n,n,y,y,n,y,n,n,n,n,n,n,n,n,s6,0.9177181944184557,-0.07779189063243819
n,n,y,y,n,y,n,n,n,n,n,n,n,n,s7,1.4782337476970162,-0.1690873127324888
n,n,y,y,n,y,n,n,n,n,n,n,n,n,s8,1.2566301755142655,-0.3126137698485505
n,n,y,y,n,y,n,n,n,n,n,n,n,n,s9,0.9381251545376181,-0.03875579559214537
n,n,y,y,n,y,n,n,n,n,n,n,n,n,qc,1.5475311301958978,-0.6983821908781704
n,n,y,y,n,y,n,n,n,n,n,n,n,n,c2,0.9096132142528818,0.0017540741503145885
n,n,y,y,n,y,n,n,n,n,n,n,n,n,c3,1.047985171073323,0.0738661607377109
n,n,y,y,n,n,y,n,n,n,n,n,n,n,s4,0.9732479634259895,0.12381332442823179
n,n,y,y,n,n,y,n,n,n,n,n,n,n,s5,0.364213556068834,0.593996895148387
n,n,y,y,n,n,y,n,n,n,n,n,n,n,s7,1.34085979060318,-0.2308709774939859
n,n,y,y,n,n,y,n,n,n,n,n,n,n,s8,1.7246789570198342,-0.8387871043236206
n,n,y,y,n,n,y,n,n,n,n,n,n,n,s9,0.8140843275262951,-0.035702952496823315
n,n,y,y,n,n,y,n,n,n,n,n,n,n,qc,1.3295391909794347,-0.29881360216908526
n,n,y,y,n,n,y,n,n,n,n,n,n,n,c2,1.047641894692292,-0.1497241209111122
n,n,y,y,n,n,y,n,n,n,n,n,n,n,c3,0.9669509795840586,-0.20638351334474914
n,n,y,y,n,n,n,y,n,n,n,n,n,n,s4,0.9618614706991712,-0.06345666075771028
n,n,y,y,n,n,n,y,n,n,n,n,n,n,s5,0.9100450987074228,0.04493065371309313
n,n,y,y,n,n,n,y,n,n,n,n,n,n,s6,0.9140423824091537,0.1817113539463573
n,n,y,y,n,n,n,y,n,n,n,n,n,n,s8,1.0751166755786101,0.15287444727681943
n,n,y,y,n,n,n,y,n,n,n,n,n,n,s9,0.6886661577438683,0.19858764424722197
n,n,y,y,n,n,n,y,n,n,n,n,n,n,qc,1.1162977482140284,-0.12626505390452314
n,n,y,y,n,n,n,y,n,n,n,n,n,n,c2,1.244365836053086,-0.10352876211563779
n,n,y,y,n,n,n,y,n,n,n,n,n,n,c3,0.5529616123192509,-0.30311375928445017
n,n,y,y,n,n,n,n,y,n,n,n,n,n,s4,0.8706139613316721,0.19263622881164266
n,n,y,y,n,n,n,n,y,n,n,n,n,n,s5,1.2245710354622303,-0.09169810925794986
n,n,y,y,n,n,n,n,y,n,n,n,n,n,s6,1.0223324523262134,0.08198203293607109
n,n,y,y,n,n,n,n,y,n,n,n,n,n,s7,0.5640209274632781,0.07954649506196132
n,n,y,y,n,n,n,n,y,n,n,n,n,n,s9,0.42499531358233694,0.5209253025033951
n,n,y,y,n,n,n,n,y,n,n,n,n,n,qc,1.1560214975645795,-0.056021732809987235
n,n,y,y,n,n,n,n,y,n,n,n,n,n,c2,1.5465792592896666,-0.5607153492550407
