u,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,pred,mse,score
-,-,-,-,-,+,-,-,+,+,+,+,s0,1.104875759,-0.040049997
-,-,-,-,-,+,-,-,+,+,+,+,s1,1.140395278,0.206161994
-,-,-,-,-,+,-,-,+,+,+,+,s2,0.749760443,0.28473929
-,-,-,-,-,+,-,-,+,+,+,+,s3,0.478983039,0.086199628
-,-,-,-,-,+,-,-,+,+,+,+,s5,1.383741391,-0.174346968
-,-,-,-,-,+,-,-,+,+,+,+,s6,1.615517436,-0.154393539
-,-,-,-,-,-,+,+,+,+,+,-,user,1.044751415,-0.017696888
-,-,-,-,-,-,+,+,+,+,+,-,s0,0.762236333,0.274933156
-,-,-,-,-,-,+,+,+,+,+,-,s1,0.676471754,0.204127271
-,-,-,-,-,-,+,+,+,+,+,-,s2,1.083197359,0.19733012
-,-,-,-,-,-,+,+,+,+,+,-,s3,0.950516933,0.256346165
-,-,-,-,-,-,+,+,+,+,+,-,s4,0.907058325,0.17914422
-,-,-,-,-,-,+,+,+,+,+,-,qc,0.97743746,-0.517006815
-,-,-,-,-,-,+,+,+,+,-,+,user,0.862206092,0.059346435
-,-,-,-,-,-,+,+,+,+,-,+,s0,1.093838047,0.053337431
-,-,-,-,-,-,+,+,+,+,-,+,s1,0.714799283,-0.001363288
-,-,-,-,-,-,+,+,+,+,-,+,s2,1.273390608,-0.619092818
-,-,-,-,-,-,+,+,+,+,-,+,s3,0.513416577,0.182897107
-,-,-,-,-,-,+,+,+,+,-,+,s4,1.127211285,-0.474555946
-,-,-,-,-,-,+,+,+,+,-,+,s9,0.683766365,-0.194308999
-,-,-,-,-,-,+,+,+,-,+,+,user,0.954631463,-0.028418732
-,-,-,-,-,-,+,+,+,-,+,+,s0,0.721354352,0.311405459
-,-,-,-,-,-,+,+,+,-,+,+,s1,1.148175705,-0.143672737
-,-,-,-,-,-,+,+,+,-,+,+,s2,1.067702125,-0.085028939
-,-,-,-,-,-,+,+,+,-,+,+,s3,0.990226838,0.248607546
-,-,-,-,-,-,+,+,+,-,+,+,s4,0.995303252,-0.018421312
-,-,-,-,-,-,+,+,+,-,+,+,s8,0.725182179,0.173542233
-,-,-,-,-,-,+,+,-,+,+,+,user,1.075977924,-0.061660766
-,-,-,-,-,-,+,+,-,+,+,+,s0,0.503320606,0.394222455
-,-,-,-,-,-,+,+,-,+,+,+,s1,1.116264998,-0.412687576
-,-,-,-,-,-,+,+,-,+,+,+,s2,1.062780674,0.068417732
-,-,-,-,-,-,+,+,-,+,+,+,s3,0.67484088,0.277657125
-,-,-,-,-,-,+,+,-,+,+,+,s4,0.823984963,0.082125033
-,-,-,-,-,-,+,+,-,+,+,+,s7,0.877520956,-0.257931729
-,-,-,-,-,-,+,-,+,+,+,+,user,0.90906324,-0.017640175
-,-,-,-,-,-,+,-,+,+,+,+,s0,0.531475933,0.365267106
-,-,-,-,-,-,+,-,+,+,+,+,s1,0.701606278,0.112083176
-,-,-,-,-,-,+,-,+,+,+,+,s2,1.097280702,0.078086353
-,-,-,-,-,-,+,-,+,+,+,+,s3,1.431887492,0.046296218
-,-,-,-,-,-,+,-,+,+,+,+,s4,0.938819681,0.150401313
-,-,-,-,-,-,+,-,+,+,+,+,s6,0.639728045,0.218489089
-,-,-,-,-,-,-,+,+,+,+,+,user,0.770027386,0.011764323
-,-,-,-,-,-,-,+,+,+,+,+,s0,0.813933076,0.167323931
-,-,-,-,-,-,-,+,+,+,+,+,s1,0.865510108,0.197866396
-,-,-,-,-,-,-,+,+,+,+,+,s2,1.05022079,0.14939066
-,-,-,-,-,-,-,+,+,+,+,+,s3,1.028018015,-0.261084721
-,-,-,-,-,-,-,+,+,+,+,+,s4,0.567977673,0.381334973
-,-,-,-,-,-,-,+,+,+,+,+,s5,0.622871754,0.401092591
+,+,+,+,+,+,-,-,-,-,-,-,s5,0.730065004,0.127246947
+,+,+,+,+,+,-,-,-,-,-,-,s6,0.591890292,0.35122631
+,+,+,+,+,+,-,-,-,-,-,-,s7,0.966047419,0.260543288
+,+,+,+,+,+,-,-,-,-,-,-,s8,1.422915846,-0.056740272
+,+,+,+,+,+,-,-,-,-,-,-,s9,0.792564012,0.230921245
+,+,+,+,+,+,-,-,-,-,-,-,qc,0.206215112,0.74641129
+,+,+,+,+,-,+,-,-,-,-,-,s4,0.706998833,0.47242269
+,+,+,+,+,-,+,-,-,-,-,-,s6,0.522797592,0.334099638
+,+,+,+,+,-,+,-,-,-,-,-,s7,0.587502374,-7.945405405
+,+,+,+,+,-,+,-,-,-,-,-,s8,0.93730332,-0.207291667
+,+,+,+,+,-,+,-,-,-,-,-,s9,0.575621635,-0.001244813
+,+,+,+,+,-,+,-,-,-,-,-,qc,0.278726132,0.655156637
+,+,+,+,+,-,-,+,-,-,-,-,s4,0.522596422,0.516541096
+,+,+,+,+,-,-,+,-,-,-,-,s5,0.591585729,0.397293013
+,+,+,+,+,-,-,+,-,-,-,-,s7,2.840894443,-0.660237385
+,+,+,+,+,-,-,+,-,-,-,-,s8,1.537102537,0.032739249
+,+,+,+,+,-,-,+,-,-,-,-,s9,0.779122773,0.243964193
+,+,+,+,+,-,-,+,-,-,-,-,qc,0.248112291,0.735428322
+,+,+,+,+,-,-,-,+,-,-,-,s4,0.497730033,0.454552562
+,+,+,+,+,-,-,-,+,-,-,-,s5,0.581465788,0.49545131
+,+,+,+,+,-,-,-,+,-,-,-,s6,0.656401989,0.059665548
+,+,+,+,+,-,-,-,+,-,-,-,s8,1.129373672,0.289312977
+,+,+,+,+,-,-,-,+,-,-,-,s9,1.340919412,-0.251919921
+,+,+,+,+,-,-,-,+,-,-,-,qc,0.190709175,0.817390546
+,+,+,+,+,-,-,-,-,+,-,-,s4,0.246536249,0.762576391
+,+,+,+,+,-,-,-,-,+,-,-,s5,0.775002555,-0.068676357
+,+,+,+,+,-,-,-,-,+,-,-,s6,1.042195857,0.176476377
+,+,+,+,+,-,-,-,-,+,-,-,s7,1.021330093,0.173297951
+,+,+,+,+,-,-,-,-,+,-,-,s9,0.220096461,0.708024648
+,+,+,+,+,-,-,-,-,+,-,-,qc,0.245470744,0.70526811
+,+,+,+,+,-,-,-,-,-,+,-,s4,0.378147395,0.578764124
+,+,+,+,+,-,-,-,-,-,+,-,s5,0.981415292,0.176526293
+,+,+,+,+,-,-,-,-,-,+,-,s6,0.790601585,0.169969732
+,+,+,+,+,-,-,-,-,-,+,-,s7,1.113594174,0.360485983
+,+,+,+,+,-,-,-,-,-,+,-,s8,0.123331361,0.709519153
+,+,+,+,+,-,-,-,-,-,+,-,qc,0.511815143,0.587064293
+,+,+,+,+,-,-,-,-,-,-,+,s4,0.551902258,0.335917848
+,+,+,+,+,-,-,-,-,-,-,+,s5,1.013256048,0.050367053
+,+,+,+,+,-,-,-,-,-,-,+,s6,0.7614748,0.369088003
+,+,+,+,+,-,-,-,-,-,-,+,s7,0.395265662,0.469809524
+,+,+,+,+,-,-,-,-,-,-,+,s8,0.756284269,0.02586956
+,+,+,+,+,-,-,-,-,-,-,+,s9,0.390900976,0.513752852
+,+,+,+,-,+,+,-,-,-,-,-,s3,0.543948482,0.134305556
+,+,+,+,-,+,+,-,-,-,-,-,s6,0.865115294,0.351568381
+,+,+,+,-,+,+,-,-,-,-,-,s7,1.152745761,0.066925287
+,+,+,+,-,+,+,-,-,-,-,-,s8,0.476745505,-2.186531081
+,+,+,+,-,+,+,-,-,-,-,-,s9,1.765124057,-0.275755513
+,+,+,+,-,+,+,-,-,-,-,-,qc,0.755706738,-0.047590909
+,+,+,+,-,+,-,+,-,-,-,-,s3,1.15625326,-0.126034839
+,+,+,+,-,+,-,+,-,-,-,-,s5,0.884175414,0.204052778
+,+,+,+,-,+,-,+,-,-,-,-,s7,0.79156795,-0.134717563
+,+,+,+,-,+,-,+,-,-,-,-,s8,0.40117265,0.270499346
+,+,+,+,-,+,-,+,-,-,-,-,s9,1.184061982,0.022918168
+,+,+,+,-,+,-,+,-,-,-,-,qc,0.064325409,0.906583333
+,+,+,+,-,+,-,-,+,-,-,-,s3,0.931071197,0.219023286
+,+,+,+,-,+,-,-,+,-,-,-,s5,1.044737038,0.055689814
+,+,+,+,-,+,-,-,+,-,-,-,s6,0.975958192,0.191380028
+,+,+,+,-,+,-,-,+,-,-,-,s8,0.799012666,0.176666667
+,+,+,+,-,+,-,-,+,-,-,-,s9,0.48461097,0.306660675
+,+,+,+,-,+,-,-,+,-,-,-,qc,0.249202552,0.8
+,+,+,+,-,+,-,-,-,+,-,-,s3,0.648475082,0.337536364
+,+,+,+,-,+,-,-,-,+,-,-,s5,0.445276288,0.385993971
+,+,+,+,-,+,-,-,-,+,-,-,s6,0.716804565,0.40609906
+,+,+,+,-,+,-,-,-,+,-,-,s7,0.510077071,0.268801357
+,+,+,+,-,+,-,-,-,+,-,-,s9,0.699231723,0.368281849
+,+,+,+,-,+,-,-,-,+,-,-,qc,0.254809609,0.814090909
+,+,+,+,-,+,-,-,-,-,+,-,s3,1.181907634,0.054520319
+,+,+,+,-,+,-,-,-,-,+,-,s5,0.895599453,0.260393196
+,+,+,+,-,+,-,-,-,-,+,-,s6,0.6831795,0.282749144
+,+,+,+,-,+,-,-,-,-,+,-,s7,0.62334534,0.106430591
+,+,+,+,-,+,-,-,-,-,+,-,s8,1.118617733,-0.440833333
+,+,+,+,-,+,-,-,-,-,+,-,qc,0.270384769,0.757470588
+,+,+,+,-,+,-,-,-,-,-,+,s3,0.546084588,0.295829974
+,+,+,+,-,+,-,-,-,-,-,+,s5,1.046332223,0.094727626
+,+,+,+,-,+,-,-,-,-,-,+,s6,0.618703565,-0.083868899
+,+,+,+,-,+,-,-,-,-,-,+,s7,0.916665587,0.258017241
+,+,+,+,-,+,-,-,-,-,-,+,s8,0.639210133,-0.50552381
+,+,+,+,-,+,-,-,-,-,-,+,s9,0.956347756,0.071990741
+,+,+,+,-,-,+,+,-,-,-,-,s3,1.169562717,-0.329542857
+,+,+,+,-,-,+,+,-,-,-,-,s4,0.44407332,0.389524682
+,+,+,+,-,-,+,+,-,-,-,-,s7,0.660349971,0.114238095
+,+,+,+,-,-,+,+,-,-,-,-,s8,1.516587503,-1.757794118
+,+,+,+,-,-,+,+,-,-,-,-,s9,0.801136393,0.089876543
+,+,+,+,-,-,+,+,-,-,-,-,qc,0.267269737,0.7855
+,+,+,+,-,-,+,-,+,-,-,-,s3,0.822651173,0.218971743
+,+,+,+,-,-,+,-,+,-,-,-,s4,0.625308951,0.374385417
+,+,+,+,-,-,+,-,+,-,-,-,s6,0.634841959,0.442294118
+,+,+,+,-,-,+,-,+,-,-,-,s8,0.80669548,-0.466911765
+,+,+,+,-,-,+,-,+,-,-,-,s9,1.138516203,-0.510331729
+,+,+,+,-,-,+,-,+,-,-,-,qc,0.057939593,0.933068182
+,+,+,+,-,-,+,-,-,+,-,-,s3,0.545000075,0.194132369
+,+,+,+,-,-,+,-,-,+,-,-,s4,0.238922574,0.738171907
+,+,+,+,-,-,+,-,-,+,-,-,s6,0.44263056,0.487563321
+,+,+,+,-,-,+,-,-,+,-,-,s7,0.885637908,0.283132184
+,+,+,+,-,-,+,-,-,+,-,-,s9,0.262882322,0.690449438
+,+,+,+,-,-,+,-,-,+,-,-,qc,0.373613465,0.672580619
+,+,+,+,-,-,+,-,-,-,+,-,s3,0.467483271,0.42653144
+,+,+,+,-,-,+,-,-,-,+,-,s4,0.844735267,0.162605505
+,+,+,+,-,-,+,-,-,-,+,-,s6,0.359564649,0.59624876
+,+,+,+,-,-,+,-,-,-,+,-,s7,0.83100221,0.327356322
+,+,+,+,-,-,+,-,-,-,+,-,s8,1.104297821,0.386295256
+,+,+,+,-,-,+,-,-,-,+,-,qc,0.203519744,0.778723757
+,+,+,+,-,-,+,-,-,-,-,+,s3,0.391454406,0.461954545
+,+,+,+,-,-,+,-,-,-,-,+,s4,0.619447325,0.189673002
+,+,+,+,-,-,+,-,-,-,-,+,s6,0.965621336,0.156666667
+,+,+,+,-,-,+,-,-,-,-,+,s7,1.018517319,0.19972106
+,+,+,+,-,-,+,-,-,-,-,+,s8,1.734180164,0.036243146
+,+,+,+,-,-,+,-,-,-,-,+,s9,0.727005593,0.294537037
+,+,+,+,-,-,-,+,+,-,-,-,s3,0.482008694,0.344933608
+,+,+,+,-,-,-,+,+,-,-,-,s4,0.594529823,0.449994825
+,+,+,+,-,-,-,+,+,-,-,-,s5,0.938391146,0.084850926
+,+,+,+,-,-,-,+,+,-,-,-,s8,2.009824168,-0.11694382
+,+,+,+,-,-,-,+,+,-,-,-,s9,0.352171914,0.671202438
+,+,+,+,-,-,-,+,+,-,-,-,qc,0.37716114,0.680932347
+,+,+,+,-,-,-,+,-,+,-,-,s3,0.510275863,0.492434722
+,+,+,+,-,-,-,+,-,+,-,-,s4,0.868649504,0.137316176
+,+,+,+,-,-,-,+,-,+,-,-,s5,0.561921717,0.121652576
+,+,+,+,-,-,-,+,-,+,-,-,s7,1.98040575,-0.137305912
+,+,+,+,-,-,-,+,-,+,-,-,s9,0.555678838,-0.213229167
+,+,+,+,-,-,-,+,-,+,-,-,qc,0.204969099,0.826601942
+,+,+,+,-,-,-,+,-,-,+,-,s3,0.471131121,0.412523482
+,+,+,+,-,-,-,+,-,-,+,-,s4,0.823587774,-0.011260846
+,+,+,+,-,-,-,+,-,-,+,-,s5,0.749098317,-0.26184985
+,+,+,+,-,-,-,+,-,-,+,-,s7,1.32641458,-0.073648627
+,+,+,+,-,-,-,+,-,-,+,-,s8,0.584981843,0.246515307
+,+,+,+,-,-,-,+,-,-,+,-,qc,0.141738278,0.832456126
+,+,+,+,-,-,-,+,-,-,-,+,s3,0.941889032,0.20108483
+,+,+,+,-,-,-,+,-,-,-,+,s4,0.598344378,0.379531883
+,+,+,+,-,-,-,+,-,-,-,+,s5,0.642693226,0.460736981
+,+,+,+,-,-,-,+,-,-,-,+,s7,0.976940978,-0.236802747
+,+,+,+,-,-,-,+,-,-,-,+,s8,0.791266602,0.098228765
+,+,+,+,-,-,-,+,-,-,-,+,s9,0.43842728,0.454634224
+,+,+,+,-,-,-,-,+,+,-,-,s3,0.65501259,0.450579524
+,+,+,+,-,-,-,-,+,+,-,-,s4,0.811389522,0.014911243
+,+,+,+,-,-,-,-,+,+,-,-,s5,0.975480474,-0.058053211
+,+,+,+,-,-,-,-,+,+,-,-,s6,0.431485301,0.342450498
+,+,+,+,-,-,-,-,+,+,-,-,s9,0.789211255,0.018289169
+,+,+,+,-,-,-,-,+,+,-,-,qc,0.819173091,0.411482895
+,+,+,+,-,-,-,-,+,-,+,-,s3,0.696717022,0.39547523
+,+,+,+,-,-,-,-,+,-,+,-,s4,0.840551447,0.363086068
+,+,+,+,-,-,-,-,+,-,+,-,s5,0.872102014,-0.202569974
+,+,+,+,-,-,-,-,+,-,+,-,s6,1.018279258,0.089376298
+,+,+,+,-,-,-,-,+,-,+,-,s8,0.703745771,-0.279705882
+,+,+,+,-,-,-,-,+,-,+,-,qc,0.703374203,0.544080765
+,+,+,+,-,-,-,-,+,-,-,+,s3,0.866227965,-0.056187399
+,+,+,+,-,-,-,-,+,-,-,+,s4,0.570240983,0.454724535
+,+,+,+,-,-,-,-,+,-,-,+,s5,1.304028495,-0.394012078
+,+,+,+,-,-,-,-,+,-,-,+,s6,1.231690054,0.011043899
+,+,+,+,-,-,-,-,+,-,-,+,s8,1.560017764,0.081427309
+,+,+,+,-,-,-,-,+,-,-,+,s9,0.347891011,0.327946749
+,+,+,+,-,-,-,-,-,+,+,-,s3,0.604564572,0.426024019
+,+,+,+,-,-,-,-,-,+,+,-,s4,0.829403339,0.278427194
+,+,+,+,-,-,-,-,-,+,+,-,s5,0.9166913,0.174781517
+,+,+,+,-,-,-,-,-,+,+,-,s6,0.86953134,0.341650134
+,+,+,+,-,-,-,-,-,+,+,-,s7,0.344545897,-1.69591821
+,+,+,+,-,-,-,-,-,+,+,-,qc,0.077888777,0.916506298
+,+,+,+,-,-,-,-,-,+,-,+,s3,0.610638154,0.376189489
+,+,+,+,-,-,-,-,-,+,-,+,s4,0.626232404,0.379209572
+,+,+,+,-,-,-,-,-,+,-,+,s5,1.184375461,-0.110007645
+,+,+,+,-,-,-,-,-,+,-,+,s6,0.865409349,-0.230894433
+,+,+,+,-,-,-,-,-,+,-,+,s7,1.261342641,-0.020977011
+,+,+,+,-,-,-,-,-,+,-,+,s9,0.654997995,0.491528724
+,+,+,+,-,-,-,-,-,-,+,+,s3,0.580942301,0.495930198
+,+,+,+,-,-,-,-,-,-,+,+,s4,0.735683658,0.187191516
+,+,+,+,-,-,-,-,-,-,+,+,s5,0.768549488,0.219683998
+,+,+,+,-,-,-,-,-,-,+,+,s6,0.844921327,0.217462655
+,+,+,+,-,-,-,-,-,-,+,+,s7,1.534774527,-0.174786355
+,+,+,+,-,-,-,-,-,-,+,+,s8,1.294148694,0.316133072
+,+,+,-,+,+,+,-,-,-,-,-,s2,1.146192408,0.067931727
+,+,+,-,+,+,+,-,-,-,-,-,s6,0.672372696,0.119166667
+,+,+,-,+,+,+,-,-,-,-,-,s7,0.516003808,0.346741573
+,+,+,-,+,+,+,-,-,-,-,-,s8,0.609081551,0.0870967
+,+,+,-,+,+,+,-,-,-,-,-,s9,0.678055091,0.387413793
+,+,+,-,+,+,+,-,-,-,-,-,qc,0.196666674,0.799068723
+,+,+,-,+,+,-,+,-,-,-,-,s2,0.655084384,0.394320776
+,+,+,-,+,+,-,+,-,-,-,-,s5,0.895506051,0.16072344
+,+,+,-,+,+,-,+,-,-,-,-,s7,1.189844074,0.08923913
+,+,+,-,+,+,-,+,-,-,-,-,s8,1.899627218,-0.118542189
+,+,+,-,+,+,-,+,-,-,-,-,s9,1.27751065,-0.380234939
+,+,+,-,+,+,-,+,-,-,-,-,qc,0.206020422,0.793320312
+,+,+,-,+,+,-,-,+,-,-,-,s2,0.767223417,0.281618271
+,+,+,-,+,+,-,-,+,-,-,-,s5,0.49719217,0.342929457
+,+,+,-,+,+,-,-,+,-,-,-,s6,0.719584737,0.371544753
+,+,+,-,+,+,-,-,+,-,-,-,s8,1.132446798,-0.458645833
+,+,+,-,+,+,-,-,+,-,-,-,s9,0.547520421,0.444261501
+,+,+,-,+,+,-,-,+,-,-,-,qc,0.525903221,0.597525275
+,+,+,-,+,+,-,-,-,+,-,-,s2,0.766997076,-0.252453377
+,+,+,-,+,+,-,-,-,+,-,-,s5,0.439473303,0.451791519
+,+,+,-,+,+,-,-,-,+,-,-,s6,0.448813899,0.390656566
+,+,+,-,+,+,-,-,-,+,-,-,s7,0.31011871,-3.72191723
+,+,+,-,+,+,-,-,-,+,-,-,s9,0.628298821,0.533010244
+,+,+,-,+,+,-,-,-,+,-,-,qc,0.312956871,0.705421811
+,+,+,-,+,+,-,-,-,-,+,-,s2,0.720079076,0.099974691
+,+,+,-,+,+,-,-,-,-,+,-,s5,0.785495785,0.243907955
+,+,+,-,+,+,-,-,-,-,+,-,s6,1.035044011,0.145978576
+,+,+,-,+,+,-,-,-,-,+,-,s7,0.962532593,0.243709902
+,+,+,-,+,+,-,-,-,-,+,-,s8,1.843875384,0.067484663
+,+,+,-,+,+,-,-,-,-,+,-,qc,0.102173046,0.896821192
+,+,+,-,+,+,-,-,-,-,-,+,s2,1.088290586,0.067255708
+,+,+,-,+,+,-,-,-,-,-,+,s5,0.784350586,0.200904356
+,+,+,-,+,+,-,-,-,-,-,+,s6,1.424745585,0.124372142
+,+,+,-,+,+,-,-,-,-,-,+,s7,0.423595282,0.392773537
+,+,+,-,+,+,-,-,-,-,-,+,s8,2.104691086,-0.169665357
+,+,+,-,+,+,-,-,-,-,-,+,s9,0.484972559,0.156431535
+,+,+,-,+,-,+,+,-,-,-,-,s2,1.674482482,-0.309092664
+,+,+,-,+,-,+,+,-,-,-,-,s4,0.698827158,0.284941077
+,+,+,-,+,-,+,+,-,-,-,-,s7,0.44585427,-1.392190476
+,+,+,-,+,-,+,+,-,-,-,-,s8,0.697684885,0.10134838
+,+,+,-,+,-,+,+,-,-,-,-,s9,0.494943957,0.470714286
+,+,+,-,+,-,+,+,-,-,-,-,qc,0.105288078,0.893675497
+,+,+,-,+,-,+,-,+,-,-,-,s2,0.762877141,0.310401786
+,+,+,-,+,-,+,-,+,-,-,-,s4,0.516351607,0.506254599
+,+,+,-,+,-,+,-,+,-,-,-,s6,0.712749381,0.331585394
+,+,+,-,+,-,+,-,+,-,-,-,s8,1.168373971,-1.751856927
+,+,+,-,+,-,+,-,+,-,-,-,s9,0.60462934,0.247893175
+,+,+,-,+,-,+,-,+,-,-,-,qc,0.309634171,0.78166474
+,+,+,-,+,-,+,-,-,+,-,-,s2,1.241434757,0.1271875
+,+,+,-,+,-,+,-,-,+,-,-,s4,0.743490015,0.289060457
+,+,+,-,+,-,+,-,-,+,-,-,s6,0.361666255,0.450251626
+,+,+,-,+,-,+,-,-,+,-,-,s7,1.144651583,0.342650357
+,+,+,-,+,-,+,-,-,+,-,-,s9,0.606442321,0.285898876
+,+,+,-,+,-,+,-,-,+,-,-,qc,0.172572767,0.854008322
+,+,+,-,+,-,+,-,-,-,+,-,s2,0.933187351,-0.00374502
+,+,+,-,+,-,+,-,-,-,+,-,s4,0.636393088,0.340076325
+,+,+,-,+,-,+,-,-,-,+,-,s6,0.516318048,-0.070960204
+,+,+,-,+,-,+,-,-,-,+,-,s7,1.108227785,0.10295977
+,+,+,-,+,-,+,-,-,-,+,-,s8,0.209548755,0.618952206
+,+,+,-,+,-,+,-,-,-,+,-,qc,0.618645335,0.578861607
+,+,+,-,+,-,+,-,-,-,-,+,s2,1.115248289,-0.778104943
+,+,+,-,+,-,+,-,-,-,-,+,s4,0.533224972,0.466514403
+,+,+,-,+,-,+,-,-,-,-,+,s6,0.552470033,0.453587907
+,+,+,-,+,-,+,-,-,-,-,+,s7,2.866013305,-0.269355346
+,+,+,-,+,-,+,-,-,-,-,+,s8,1.491319511,-1.235218751
+,+,+,-,+,-,+,-,-,-,-,+,s9,0.642701952,-0.117925311
+,+,+,-,+,-,-,+,+,-,-,-,s2,0.853808953,0.185478504
+,+,+,-,+,-,-,+,+,-,-,-,s4,0.565501377,0.347179487
+,+,+,-,+,-,-,+,+,-,-,-,s5,0.546118865,0.357507349
+,+,+,-,+,-,-,+,+,-,-,-,s8,0.153115593,0.639368716
+,+,+,-,+,-,-,+,+,-,-,-,s9,0.622532532,0.418786192
+,+,+,-,+,-,-,+,+,-,-,-,qc,0.125056071,0.887827353
+,+,+,-,+,-,-,+,-,+,-,-,s2,1.326824449,-0.168086957
+,+,+,-,+,-,-,+,-,+,-,-,s4,0.535960261,0.553148148
+,+,+,-,+,-,-,+,-,+,-,-,s5,0.83577703,0.422865084
+,+,+,-,+,-,-,+,-,+,-,-,s7,0.327828236,-3.991565315
+,+,+,-,+,-,-,+,-,+,-,-,s9,0.345372981,0.687974138
+,+,+,-,+,-,-,+,-,+,-,-,qc,0.121486244,0.907026349
+,+,+,-,+,-,-,+,-,-,+,-,s2,0.867216255,0.134990421
+,+,+,-,+,-,-,+,-,-,+,-,s4,0.476174667,0.585732689
+,+,+,-,+,-,-,+,-,-,+,-,s5,0.421362226,0.529781124
+,+,+,-,+,-,-,+,-,-,+,-,s7,0.622703614,0.107350509
+,+,+,-,+,-,-,+,-,-,+,-,s8,0.484017288,-0.14
+,+,+,-,+,-,-,+,-,-,+,-,qc,0.147228786,0.839925935
+,+,+,-,+,-,-,+,-,-,-,+,s2,0.566762353,0.291604938
+,+,+,-,+,-,-,+,-,-,-,+,s4,0.504782855,0.476552836
+,+,+,-,+,-,-,+,-,-,-,+,s5,0.697683459,-0.039409967
+,+,+,-,+,-,-,+,-,-,-,+,s7,0.685794167,0.461151402
+,+,+,-,+,-,-,+,-,-,-,+,s8,0.650051437,0.025690236
+,+,+,-,+,-,-,+,-,-,-,+,s9,0.688932981,0.300726392
+,+,+,-,+,-,-,-,+,+,-,-,s2,0.627416143,0.442800926
+,+,+,-,+,-,-,-,+,+,-,-,s4,0.71097573,0.06768314
+,+,+,-,+,-,-,-,+,+,-,-,s5,1.174014092,-0.158914243
+,+,+,-,+,-,-,-,+,+,-,-,s6,0.766667701,0.183619128
+,+,+,-,+,-,-,-,+,+,-,-,s9,0.507031508,0.541924377
+,+,+,-,+,-,-,-,+,+,-,-,qc,0.19067889,0.779727746
+,+,+,-,+,-,-,-,+,-,+,-,s2,1.125600877,0.152730277
+,+,+,-,+,-,-,-,+,-,+,-,s4,0.515332086,0.332337312
+,+,+,-,+,-,-,-,+,-,+,-,s5,0.627061143,0.455887371
+,+,+,-,+,-,-,-,+,-,+,-,s6,0.939704277,0.261371389
+,+,+,-,+,-,-,-,+,-,+,-,s8,0.367941918,-0.263804938
+,+,+,-,+,-,-,-,+,-,+,-,qc,0.046102472,0.950579965
+,+,+,-,+,-,-,-,+,-,-,+,s2,1.490543415,-0.389230757
+,+,+,-,+,-,-,-,+,-,-,+,s4,0.615966427,0.389386337
+,+,+,-,+,-,-,-,+,-,-,+,s5,0.795071873,0.284265047
+,+,+,-,+,-,-,-,+,-,-,+,s6,0.878367673,0.186485788
+,+,+,-,+,-,-,-,+,-,-,+,s8,0.878216077,-0.316287374
+,+,+,-,+,-,-,-,+,-,-,+,s9,0.999116494,0.366371239
+,+,+,-,+,-,-,-,-,+,+,-,s2,1.402947952,-0.783822606
+,+,+,-,+,-,-,-,-,+,+,-,s4,0.676917106,0.280090748
+,+,+,-,+,-,-,-,-,+,+,-,s5,0.790477149,0.187214412
+,+,+,-,+,-,-,-,-,+,+,-,s6,0.455325584,0.549667149
+,+,+,-,+,-,-,-,-,+,+,-,s7,0.359458857,0.4847135
+,+,+,-,+,-,-,-,-,+,+,-,qc,0.198345024,0.750557372
+,+,+,-,+,-,-,-,-,+,-,+,s2,1.14959392,0.104716346
+,+,+,-,+,-,-,-,-,+,-,+,s4,0.528077599,0.456568987
+,+,+,-,+,-,-,-,-,+,-,+,s5,1.065985666,0.07502439
+,+,+,-,+,-,-,-,-,+,-,+,s6,1.038958941,-0.106328342
+,+,+,-,+,-,-,-,-,+,-,+,s7,0.232033085,-0.244952381
+,+,+,-,+,-,-,-,-,+,-,+,s9,1.361730677,-0.321379874
+,+,+,-,+,-,-,-,-,-,+,+,s2,0.91513718,-0.31185939
+,+,+,-,+,-,-,-,-,-,+,+,s4,0.638670347,0.294375142
+,+,+,-,+,-,-,-,-,-,+,+,s5,0.944104031,0.329850709
+,+,+,-,+,-,-,-,-,-,+,+,s6,0.748269776,0.244933831
+,+,+,-,+,-,-,-,-,-,+,+,s7,0.876808322,-0.176108796
+,+,+,-,+,-,-,-,-,-,+,+,s8,1.242633718,0.343355128
+,+,+,-,-,+,+,+,-,-,-,-,s2,0.620717379,0.386902439
+,+,+,-,-,+,+,+,-,-,-,-,s3,0.522776991,0.281454545
+,+,+,-,-,+,+,+,-,-,-,-,s7,1.152745761,0.154401042
+,+,+,-,-,+,+,+,-,-,-,-,s8,0.880225133,-1.073183492
+,+,+,-,-,+,+,+,-,-,-,-,s9,0.551146384,0.351011236
+,+,+,-,-,+,+,+,-,-,-,-,qc,0.224905303,0.70750533
+,+,+,-,-,+,+,-,+,-,-,-,s2,0.560193915,0.363646564
+,+,+,-,-,+,+,-,+,-,-,-,s3,0.461863139,0.581854624
+,+,+,-,-,+,+,-,+,-,-,-,s6,0.461253465,0.441090827
+,+,+,-,-,+,+,-,+,-,-,-,s8,1.30829873,0.229645
+,+,+,-,-,+,+,-,+,-,-,-,s9,0.776610211,0.397121842
+,+,+,-,-,+,+,-,+,-,-,-,qc,0.20310008,0.828895028
+,+,+,-,-,+,+,-,-,+,-,-,s2,1.0284297,-0.0412
+,+,+,-,-,+,+,-,-,+,-,-,s3,0.510085791,0.415748601
