u,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,pred,mse,score
+,+,-,+,-,-,-,-,-,-,+,-,s4,0.782221097,0.467079636
+,+,-,+,-,-,-,-,-,-,+,-,s5,0.913321823,-0.024361929
+,+,-,+,-,-,-,-,-,-,+,-,s6,0.571993603,0.402629657
+,+,-,+,-,-,-,-,-,-,+,-,s7,0.820311684,0.286825154
+,+,-,+,-,-,-,-,-,-,+,-,s8,0.241763221,0.169592978
+,+,-,+,-,-,-,-,-,-,+,-,qc,0.131495661,0.874089168
+,+,-,+,-,-,-,-,-,-,-,+,s1,0.565448131,0.458062331
+,+,-,+,-,-,-,-,-,-,-,+,s3,1.124917057,0.045839508
+,+,-,+,-,-,-,-,-,-,-,+,s4,0.538763553,0.465918316
+,+,-,+,-,-,-,-,-,-,-,+,s5,1.175077171,0.043799407
+,+,-,+,-,-,-,-,-,-,-,+,s6,0.802044749,0.465264391
+,+,-,+,-,-,-,-,-,-,-,+,s7,0.253467666,-0.983271605
+,+,-,+,-,-,-,-,-,-,-,+,s8,1.963727283,-1.943272727
+,+,-,+,-,-,-,-,-,-,-,+,s9,1.064220157,0.087689162
+,+,-,-,+,+,-,-,-,-,-,-,s1,0.454287744,0.197691436
+,+,-,-,+,+,-,-,-,-,-,-,s2,0.720335495,0.190812647
+,+,-,-,+,+,-,-,-,-,-,-,s5,0.733423655,0.281590865
+,+,-,-,+,+,-,-,-,-,-,-,s6,0.831161301,0.127387233
+,+,-,-,+,+,-,-,-,-,-,-,s7,0.643149844,0.494658298
+,+,-,-,+,+,-,-,-,-,-,-,s8,0.599178046,0.101940266
+,+,-,-,+,+,-,-,-,-,-,-,s9,0.340715341,0.54801417
+,+,-,-,+,+,-,-,-,-,-,-,qc,0.102940209,0.893939311
+,+,-,-,+,-,+,-,-,-,-,-,s1,0.790572115,0.288298851
+,+,-,-,+,-,+,-,-,-,-,-,s2,0.946793401,0.215107472
+,+,-,-,+,-,+,-,-,-,-,-,s4,0.737121198,0.269284404
+,+,-,-,+,-,+,-,-,-,-,-,s6,0.723615227,0.352887558
+,+,-,-,+,-,+,-,-,-,-,-,s7,0.849888624,0.312068966
+,+,-,-,+,-,+,-,-,-,-,-,s8,0.709892023,0.085625
+,+,-,-,+,-,+,-,-,-,-,-,s9,0.564960408,0.48958874
+,+,-,-,+,-,+,-,-,-,-,-,qc,0.176310805,0.833271318
+,+,-,-,+,-,-,+,-,-,-,-,s1,0.558633742,0.194434088
+,+,-,-,+,-,-,+,-,-,-,-,s2,0.912690306,0.179557436
+,+,-,-,+,-,-,+,-,-,-,-,s4,0.534272978,0.331832356
+,+,-,-,+,-,-,+,-,-,-,-,s5,0.707210498,0.259126962
+,+,-,-,+,-,-,+,-,-,-,-,s7,0.240956999,-0.885381207
+,+,-,-,+,-,-,+,-,-,-,-,s8,0.983400205,-0.120737327
+,+,-,-,+,-,-,+,-,-,-,-,s9,0.375045697,0.275489529
+,+,-,-,+,-,-,+,-,-,-,-,qc,0.101865869,0.867521026
+,+,-,-,+,-,-,-,+,-,-,-,s1,0.573056296,-0.072305212
+,+,-,-,+,-,-,-,+,-,-,-,s2,0.811156463,-0.080564236
+,+,-,-,+,-,-,-,+,-,-,-,s4,0.495767994,0.403461987
+,+,-,-,+,-,-,-,+,-,-,-,s5,0.80446385,0.350136724
+,+,-,-,+,-,-,-,+,-,-,-,s6,0.606201862,0.226215674
+,+,-,-,+,-,-,-,+,-,-,-,s8,1.131525287,0.371163808
+,+,-,-,+,-,-,-,+,-,-,-,s9,0.632907823,0.357592467
+,+,-,-,+,-,-,-,+,-,-,-,qc,0.259170654,0.738278146
+,+,-,-,+,-,-,-,-,+,-,-,s1,0.784764106,0.36873024
+,+,-,-,+,-,-,-,-,+,-,-,s2,1.044781547,-1.029265979
+,+,-,-,+,-,-,-,-,+,-,-,s4,0.423344522,0.645398794
+,+,-,-,+,-,-,-,-,+,-,-,s5,0.838176005,-0.069560184
+,+,-,-,+,-,-,-,-,+,-,-,s6,0.8895049,0.071031835
+,+,-,-,+,-,-,-,-,+,-,-,s7,0.778879455,0.369546392
+,+,-,-,+,-,-,-,-,+,-,-,s9,0.665901229,0.243509178
+,+,-,-,+,-,-,-,-,+,-,-,qc,0.723862438,0.387632858
+,+,-,-,+,-,-,-,-,-,+,-,s1,0.56433671,0.416427083
+,+,-,-,+,-,-,-,-,-,+,-,s2,1.010179023,-0.058445226
+,+,-,-,+,-,-,-,-,-,+,-,s4,0.566479415,0.368972375
+,+,-,-,+,-,-,-,-,-,+,-,s5,0.669876721,0.311218364
+,+,-,-,+,-,-,-,-,-,+,-,s6,0.791183497,0.238913296
+,+,-,-,+,-,-,-,-,-,+,-,s7,0.131549119,-4.27E+31
+,+,-,-,+,-,-,-,-,-,+,-,s8,0.460767385,0.162131046
+,+,-,-,+,-,-,-,-,-,+,-,qc,0.109423629,0.892524217
+,+,-,-,+,-,-,-,-,-,-,+,s1,0.576514641,0.297540897
+,+,-,-,+,-,-,-,-,-,-,+,s2,0.504737533,0.388017964
+,+,-,-,+,-,-,-,-,-,-,+,s4,0.516115156,0.625217197
+,+,-,-,+,-,-,-,-,-,-,+,s5,0.966211212,-0.032883948
+,+,-,-,+,-,-,-,-,-,-,+,s6,0.479968716,0.371223063
+,+,-,-,+,-,-,-,-,-,-,+,s7,0.242555014,0.652295883
+,+,-,-,+,-,-,-,-,-,-,+,s8,0.315283484,-0.082934028
+,+,-,-,+,-,-,-,-,-,-,+,s9,1.043776781,-0.298368421
+,+,-,-,-,+,+,-,-,-,-,-,s1,0.907879624,0.10475817
+,+,-,-,-,+,+,-,-,-,-,-,s2,0.339627466,0.5190983
+,+,-,-,-,+,+,-,-,-,-,-,s3,0.39019773,0.434100719
+,+,-,-,-,+,+,-,-,-,-,-,s6,0.561282421,0.319883931
+,+,-,-,-,+,+,-,-,-,-,-,s7,0.687330562,0.459944212
+,+,-,-,-,+,+,-,-,-,-,-,s8,0.605207566,-0.42543798
+,+,-,-,-,+,+,-,-,-,-,-,s9,1.428007239,0.064657543
+,+,-,-,-,+,+,-,-,-,-,-,qc,0.114459424,0.790348282
+,+,-,-,-,+,-,+,-,-,-,-,s1,1.051792083,-0.146476221
+,+,-,-,-,+,-,+,-,-,-,-,s2,0.625223405,0.403545838
+,+,-,-,-,+,-,+,-,-,-,-,s3,0.509940052,0.479059797
+,+,-,-,-,+,-,+,-,-,-,-,s5,0.984585631,0.270248445
+,+,-,-,-,+,-,+,-,-,-,-,s7,1.759640997,-0.472994527
+,+,-,-,-,+,-,+,-,-,-,-,s8,1.758217128,0.022884794
+,+,-,-,-,+,-,+,-,-,-,-,s9,0.940360281,-0.247462236
+,+,-,-,-,+,-,+,-,-,-,-,qc,0.111206639,0.8385
+,+,-,-,-,+,-,-,+,-,-,-,s1,0.887625858,0.276358725
+,+,-,-,-,+,-,-,+,-,-,-,s2,0.586566555,0.485844055
+,+,-,-,-,+,-,-,+,-,-,-,s3,0.767133403,0.417892721
+,+,-,-,-,+,-,-,+,-,-,-,s5,0.982026207,0.176013694
+,+,-,-,-,+,-,-,+,-,-,-,s6,0.620117927,0.320285868
+,+,-,-,-,+,-,-,+,-,-,-,s8,0.865084867,0.014101382
+,+,-,-,-,+,-,-,+,-,-,-,s9,0.500990251,0.124939167
+,+,-,-,-,+,-,-,+,-,-,-,qc,0.069776715,0.92
+,+,-,-,-,+,-,-,-,+,-,-,s1,0.785728019,0.304607995
+,+,-,-,-,+,-,-,-,+,-,-,s2,0.817803129,0.071014845
+,+,-,-,-,+,-,-,-,+,-,-,s3,0.524460859,0.508250615
+,+,-,-,-,+,-,-,-,+,-,-,s5,0.912495482,0.144800788
+,+,-,-,-,+,-,-,-,+,-,-,s6,0.630287136,0.195472108
+,+,-,-,-,+,-,-,-,+,-,-,s7,0.858520831,-0.328744804
+,+,-,-,-,+,-,-,-,+,-,-,s9,0.571921801,0.556020308
+,+,-,-,-,+,-,-,-,+,-,-,qc,0.698390152,0.524575893
+,+,-,-,-,+,-,-,-,-,+,-,s1,0.747940606,0.226564792
+,+,-,-,-,+,-,-,-,-,+,-,s2,1.163985576,0.057248711
+,+,-,-,-,+,-,-,-,-,+,-,s3,0.486662222,0.626972294
+,+,-,-,-,+,-,-,-,-,+,-,s5,0.824246298,0.13652037
+,+,-,-,-,+,-,-,-,-,+,-,s6,0.814313802,0.194615305
+,+,-,-,-,+,-,-,-,-,+,-,s7,0.782179065,-0.049177632
+,+,-,-,-,+,-,-,-,-,+,-,s8,0.380317224,-0.306311574
+,+,-,-,-,+,-,-,-,-,+,-,qc,0.195624003,0.822704309
+,+,-,-,-,+,-,-,-,-,-,+,s1,0.626081379,-0.014517323
+,+,-,-,-,+,-,-,-,-,-,+,s2,1.171388016,0.118265079
+,+,-,-,-,+,-,-,-,-,-,+,s3,0.78885414,0.210139804
+,+,-,-,-,+,-,-,-,-,-,+,s5,0.698281573,0.165242312
+,+,-,-,-,+,-,-,-,-,-,+,s6,0.570064331,0.077118338
+,+,-,-,-,+,-,-,-,-,-,+,s7,0.972499546,-0.304464434
+,+,-,-,-,+,-,-,-,-,-,+,s8,1.021814275,-0.052916667
+,+,-,-,-,+,-,-,-,-,-,+,s9,1.201125443,-0.055577685
+,+,-,-,-,-,+,+,-,-,-,-,s1,0.963817084,-0.046228323
+,+,-,-,-,-,+,+,-,-,-,-,s2,1.012284506,0.113639502
+,+,-,-,-,-,+,+,-,-,-,-,s3,1.199496727,0.128100962
+,+,-,-,-,-,+,+,-,-,-,-,s4,0.511342663,0.409700855
+,+,-,-,-,-,+,+,-,-,-,-,s7,0.921387191,0.31065073
+,+,-,-,-,-,+,+,-,-,-,-,s8,0.795939541,-0.025208333
+,+,-,-,-,-,+,+,-,-,-,-,s9,0.806185043,0.356282011
+,+,-,-,-,-,+,+,-,-,-,-,qc,0.300912081,0.776170732
+,+,-,-,-,-,+,-,+,-,-,-,s1,0.731860315,0.302820404
+,+,-,-,-,-,+,-,+,-,-,-,s2,1.009740931,0.21363141
+,+,-,-,-,-,+,-,+,-,-,-,s3,0.68661728,0.330248805
+,+,-,-,-,-,+,-,+,-,-,-,s4,0.477335171,0.568028512
+,+,-,-,-,-,+,-,+,-,-,-,s6,0.298809724,0.571937497
+,+,-,-,-,-,+,-,+,-,-,-,s8,0.714501711,-0.070909091
+,+,-,-,-,-,+,-,+,-,-,-,s9,0.557458834,0.510091882
+,+,-,-,-,-,+,-,+,-,-,-,qc,0.026789274,0.958316327
+,+,-,-,-,-,+,-,-,+,-,-,s1,0.623522099,0.351812765
+,+,-,-,-,-,+,-,-,+,-,-,s2,0.974152118,-0.060482191
+,+,-,-,-,-,+,-,-,+,-,-,s3,1.19551132,-0.00278744
+,+,-,-,-,-,+,-,-,+,-,-,s4,0.484440557,0.536768563
+,+,-,-,-,-,+,-,-,+,-,-,s6,0.789013094,0.390248003
+,+,-,-,-,-,+,-,-,+,-,-,s7,0.779064572,-0.318018018
+,+,-,-,-,-,+,-,-,+,-,-,s9,0.552883825,0.642883924
+,+,-,-,-,-,+,-,-,+,-,-,qc,0.116502193,0.8385
+,+,-,-,-,-,+,-,-,-,+,-,s1,0.467092391,0.463317901
+,+,-,-,-,-,+,-,-,-,+,-,s2,1.528584966,-0.0927208
+,+,-,-,-,-,+,-,-,-,+,-,s3,0.925541476,0.126770671
+,+,-,-,-,-,+,-,-,-,+,-,s4,0.832778148,0.172941176
+,+,-,-,-,-,+,-,-,-,+,-,s6,0.839670727,0.169536424
+,+,-,-,-,-,+,-,-,-,+,-,s7,1.623557078,0.093498513
+,+,-,-,-,-,+,-,-,-,+,-,s8,0.953223818,-0.428710438
+,+,-,-,-,-,+,-,-,-,+,-,qc,0.061677632,0.904274809
+,+,-,-,-,-,+,-,-,-,-,+,s1,0.598160716,0.109663079
+,+,-,-,-,-,+,-,-,-,-,+,s2,0.786922315,0.192198986
+,+,-,-,-,-,+,-,-,-,-,+,s3,0.574596431,0.440420518
+,+,-,-,-,-,+,-,-,-,-,+,s4,0.804548255,0.144353529
+,+,-,-,-,-,+,-,-,-,-,+,s6,0.614721732,0.345417756
+,+,-,-,-,-,+,-,-,-,-,+,s7,0.66126806,0.446452864
+,+,-,-,-,-,+,-,-,-,-,+,s8,0.250169014,-2.03E+31
+,+,-,-,-,-,+,-,-,-,-,+,s9,1.285908265,-0.104613582
+,+,-,-,-,-,-,+,+,-,-,-,s1,0.402452133,0.634347502
+,+,-,-,-,-,-,+,+,-,-,-,s2,0.42453131,0.175438207
+,+,-,-,-,-,-,+,+,-,-,-,s3,0.575814456,0.083590833
+,+,-,-,-,-,-,+,+,-,-,-,s4,0.690718981,0.13617927
+,+,-,-,-,-,-,+,+,-,-,-,s5,0.935523476,0.322422299
+,+,-,-,-,-,-,+,+,-,-,-,s8,0.865084867,-0.296606061
+,+,-,-,-,-,-,+,+,-,-,-,s9,0.992661776,0.149033129
+,+,-,-,-,-,-,+,+,-,-,-,qc,0.126764493,0.892760826
+,+,-,-,-,-,-,+,-,+,-,-,s1,0.655212417,0.28580423
+,+,-,-,-,-,-,+,-,+,-,-,s2,1.204138672,0.101131208
+,+,-,-,-,-,-,+,-,+,-,-,s3,0.506688056,0.346631366
+,+,-,-,-,-,-,+,-,+,-,-,s4,0.631112354,0.302725471
+,+,-,-,-,-,-,+,-,+,-,-,s5,0.575637482,0.35110438
+,+,-,-,-,-,-,+,-,+,-,-,s7,0.411342301,-5.263163866
+,+,-,-,-,-,-,+,-,+,-,-,s9,0.97606393,0.009285714
+,+,-,-,-,-,-,+,-,+,-,-,qc,0.101082785,0.785920139
+,+,-,-,-,-,-,+,-,-,+,-,s1,0.987224085,0.11126575
+,+,-,-,-,-,-,+,-,-,+,-,s2,0.648842152,0.219139368
+,+,-,-,-,-,-,+,-,-,+,-,s3,0.504248708,0.414674387
+,+,-,-,-,-,-,+,-,-,+,-,s4,0.686918884,0.173457684
+,+,-,-,-,-,-,+,-,-,+,-,s5,0.383064121,0.542067652
+,+,-,-,-,-,-,+,-,-,+,-,s7,0.118103531,0.830697856
+,+,-,-,-,-,-,+,-,-,+,-,s8,1.621628645,-0.536541081
+,+,-,-,-,-,-,+,-,-,+,-,qc,0.242037978,0.73684492
+,+,-,-,-,-,-,+,-,-,-,+,s1,0.81054711,0.272815566
+,+,-,-,-,-,-,+,-,-,-,+,s2,0.888321011,0.300115532
+,+,-,-,-,-,-,+,-,-,-,+,s3,0.863500335,0.309233651
+,+,-,-,-,-,-,+,-,-,-,+,s4,0.464920909,0.539119266
+,+,-,-,-,-,-,+,-,-,-,+,s5,0.992993063,0.061445767
+,+,-,-,-,-,-,+,-,-,-,+,s7,0.589225295,0.506759824
+,+,-,-,-,-,-,+,-,-,-,+,s8,1.074272811,-0.224300782
+,+,-,-,-,-,-,+,-,-,-,+,s9,0.924620579,0.207361963
+,+,-,-,-,-,-,-,+,+,-,-,s1,0.704317612,0.131040502
+,+,-,-,-,-,-,-,+,+,-,-,s2,1.387465206,-0.122632368
+,+,-,-,-,-,-,-,+,+,-,-,s3,0.8948957,0.093456709
+,+,-,-,-,-,-,-,+,+,-,-,s4,1.026336997,0.077382919
+,+,-,-,-,-,-,-,+,+,-,-,s5,1.02808343,0.137368574
+,+,-,-,-,-,-,-,+,+,-,-,s6,0.763713612,0.059329969
+,+,-,-,-,-,-,-,+,+,-,-,s9,1.066662142,0.036328281
+,+,-,-,-,-,-,-,+,+,-,-,qc,0.170271899,0.818432525
+,+,-,-,-,-,-,-,+,-,+,-,s1,0.897709636,0.148956469
+,+,-,-,-,-,-,-,+,-,+,-,s2,0.532377727,-0.627134822
+,+,-,-,-,-,-,-,+,-,+,-,s3,0.852426036,0.284990357
+,+,-,-,-,-,-,-,+,-,+,-,s4,0.749106632,0.090527422
+,+,-,-,-,-,-,-,+,-,+,-,s5,0.80346202,-0.150738209
+,+,-,-,-,-,-,-,+,-,+,-,s6,1.040242914,-0.092121645
+,+,-,-,-,-,-,-,+,-,+,-,s8,0.307675363,0.440516748
+,+,-,-,-,-,-,-,+,-,+,-,qc,0.567907695,0.599545896
+,+,-,-,-,-,-,-,+,-,-,+,s1,0.604800107,0.420346549
+,+,-,-,-,-,-,-,+,-,-,+,s2,1.017781403,0.198117137
+,+,-,-,-,-,-,-,+,-,-,+,s3,0.994225548,0.156692725
+,+,-,-,-,-,-,-,+,-,-,+,s4,0.83348582,-0.336208694
+,+,-,-,-,-,-,-,+,-,-,+,s5,0.904761004,0.037434309
+,+,-,-,-,-,-,-,+,-,-,+,s6,0.787146361,0.051969454
+,+,-,-,-,-,-,-,+,-,-,+,s8,1.324255761,0.166678481
+,+,-,-,-,-,-,-,+,-,-,+,s9,0.831888923,0.223325202
+,+,-,-,-,-,-,-,-,+,+,-,s1,0.579814997,0.284646955
+,+,-,-,-,-,-,-,-,+,+,-,s2,0.85429416,-0.028115506
+,+,-,-,-,-,-,-,-,+,+,-,s3,0.29084629,0.551287757
+,+,-,-,-,-,-,-,-,+,+,-,s4,0.418851839,0.517504172
+,+,-,-,-,-,-,-,-,+,+,-,s5,1.161655448,0.080791982
+,+,-,-,-,-,-,-,-,+,+,-,s6,0.646633115,0.152886478
+,+,-,-,-,-,-,-,-,+,+,-,s7,0.932248565,0.245403807
+,+,-,-,-,-,-,-,-,+,+,-,qc,0.051744141,0.924313882
+,+,-,-,-,-,-,-,-,+,-,+,s1,0.785264474,-0.021761255
+,+,-,-,-,-,-,-,-,+,-,+,s2,0.66000813,0.12078469
+,+,-,-,-,-,-,-,-,+,-,+,s3,0.492191974,0.399872803
+,+,-,-,-,-,-,-,-,+,-,+,s4,0.764710816,0.04364427
+,+,-,-,-,-,-,-,-,+,-,+,s5,1.090306936,-0.229064156
+,+,-,-,-,-,-,-,-,+,-,+,s6,0.853467222,0.15589121
+,+,-,-,-,-,-,-,-,+,-,+,s7,0.850005353,0.332125856
+,+,-,-,-,-,-,-,-,+,-,+,s9,0.743832327,0.154976287
+,+,-,-,-,-,-,-,-,-,+,+,s1,0.773700432,0.408506273
+,+,-,-,-,-,-,-,-,-,+,+,s2,0.942509059,0.249390397
+,+,-,-,-,-,-,-,-,-,+,+,s3,0.484394151,0.477812481
+,+,-,-,-,-,-,-,-,-,+,+,s4,0.885397243,0.312718104
+,+,-,-,-,-,-,-,-,-,+,+,s5,1.498440444,-0.173178072
+,+,-,-,-,-,-,-,-,-,+,+,s6,0.681280388,0.284742969
+,+,-,-,-,-,-,-,-,-,+,+,s7,0.381100851,0.708288043
+,+,-,-,-,-,-,-,-,-,+,+,s8,0.853923881,-0.099894948
+,-,+,+,+,-,-,-,-,-,-,-,s0,0.648661236,0.455561683
+,-,+,+,+,-,-,-,-,-,-,-,s4,0.409880259,0.399882054
+,-,+,+,+,-,-,-,-,-,-,-,s5,0.688324937,0.338157652
+,-,+,+,+,-,-,-,-,-,-,-,s6,0.723770899,0.39359873
+,-,+,+,+,-,-,-,-,-,-,-,s7,0.448252545,0.432514357
+,-,+,+,+,-,-,-,-,-,-,-,s8,2.00865638,-0.182740952
+,-,+,+,+,-,-,-,-,-,-,-,s9,1.294468811,0.018734177
+,-,+,+,+,-,-,-,-,-,-,-,qc,0.185490112,0.689178907
+,-,+,+,-,+,-,-,-,-,-,-,s0,0.506375637,0.390545536
+,-,+,+,-,+,-,-,-,-,-,-,s3,0.88028039,0.372947657
+,-,+,+,-,+,-,-,-,-,-,-,s5,1.471222604,-0.329799214
+,-,+,+,-,+,-,-,-,-,-,-,s6,0.646974953,0.515071553
+,-,+,+,-,+,-,-,-,-,-,-,s7,1.404964022,0.178929791
+,-,+,+,-,+,-,-,-,-,-,-,s8,2.177082016,-0.209896041
+,-,+,+,-,+,-,-,-,-,-,-,s9,1.745809903,-0.022125313
+,-,+,+,-,+,-,-,-,-,-,-,qc,0.159697302,0.828810779
+,-,+,+,-,-,+,-,-,-,-,-,s0,0.716910044,0.381031887
+,-,+,+,-,-,+,-,-,-,-,-,s3,0.643417836,0.263030303
+,-,+,+,-,-,+,-,-,-,-,-,s4,0.639459673,0.120923664
+,-,+,+,-,-,+,-,-,-,-,-,s6,0.557042013,0.43789848
+,-,+,+,-,-,+,-,-,-,-,-,s7,1.384778845,-0.088061367
+,-,+,+,-,-,+,-,-,-,-,-,s8,0.265101694,0.089430116
+,-,+,+,-,-,+,-,-,-,-,-,s9,0.920994616,0.373246753
+,-,+,+,-,-,+,-,-,-,-,-,qc,0.086597887,0.891092784
+,-,+,+,-,-,-,+,-,-,-,-,s0,0.344339619,0.615838374
+,-,+,+,-,-,-,+,-,-,-,-,s3,0.770513803,0.14341201
+,-,+,+,-,-,-,+,-,-,-,-,s4,0.773201589,0.304936882
+,-,+,+,-,-,-,+,-,-,-,-,s5,0.5241355,0.383370125
+,-,+,+,-,-,-,+,-,-,-,-,s7,1.093557089,-0.692513736
+,-,+,+,-,-,-,+,-,-,-,-,s8,1.816675661,0.081240559
+,-,+,+,-,-,-,+,-,-,-,-,s9,0.506663875,0.327870323
+,-,+,+,-,-,-,+,-,-,-,-,qc,0.183687374,0.814504461
+,-,+,+,-,-,-,-,+,-,-,-,s0,1.07816843,0.087294364
+,-,+,+,-,-,-,-,+,-,-,-,s3,0.633742122,0.398322738
+,-,+,+,-,-,-,-,+,-,-,-,s4,0.751174894,0.132836101
+,-,+,+,-,-,-,-,+,-,-,-,s5,0.91624613,0.165895678
+,-,+,+,-,-,-,-,+,-,-,-,s6,0.445345292,0.496138172
+,-,+,+,-,-,-,-,+,-,-,-,s8,0.551383617,-0.002647386
+,-,+,+,-,-,-,-,+,-,-,-,s9,0.745966358,0.303544915
+,-,+,+,-,-,-,-,+,-,-,-,qc,0.431743421,0.71125
+,-,+,+,-,-,-,-,-,+,-,-,s0,0.772861112,0.357286955
+,-,+,+,-,-,-,-,-,+,-,-,s3,0.337676009,0.480365337
+,-,+,+,-,-,-,-,-,+,-,-,s4,0.602707786,0.532153333
+,-,+,+,-,-,-,-,-,+,-,-,s5,1.271781417,0.007774452
+,-,+,+,-,-,-,-,-,+,-,-,s6,0.771366376,0.39368875
+,-,+,+,-,-,-,-,-,+,-,-,s7,0.92618374,-0.433467643
+,-,+,+,-,-,-,-,-,+,-,-,s9,0.59866463,0.613313405
+,-,+,+,-,-,-,-,-,+,-,-,qc,0.145160486,0.817443299
+,-,+,+,-,-,-,-,-,-,+,-,s0,0.636351037,0.449269744
+,-,+,+,-,-,-,-,-,-,+,-,s3,0.567159103,0.425458989
+,-,+,+,-,-,-,-,-,-,+,-,s4,0.8334475,0.17379518
+,-,+,+,-,-,-,-,-,-,+,-,s5,0.552284309,0.350253886
+,-,+,+,-,-,-,-,-,-,+,-,s6,0.613863001,0.485683516
+,-,+,+,-,-,-,-,-,-,+,-,s7,0.795927442,-0.140966921
+,-,+,+,-,-,-,-,-,-,+,-,s8,0.475993016,-0.121100529
+,-,+,+,-,-,-,-,-,-,+,-,qc,0.150681962,0.857507288
+,-,+,+,-,-,-,-,-,-,-,+,s0,0.781207298,0.17592559
+,-,+,+,-,-,-,-,-,-,-,+,s3,0.719107524,0.176335462
+,-,+,+,-,-,-,-,-,-,-,+,s4,0.696254424,0.278001621
+,-,+,+,-,-,-,-,-,-,-,+,s5,1.101771311,-0.317107751
+,-,+,+,-,-,-,-,-,-,-,+,s6,0.48910443,0.002799492
+,-,+,+,-,-,-,-,-,-,-,+,s7,1.584597995,0.089998265
+,-,+,+,-,-,-,-,-,-,-,+,s8,0.484017288,0.274545455
+,-,+,+,-,-,-,-,-,-,-,+,s9,0.885893279,0.312286008
+,-,+,-,+,+,-,-,-,-,-,-,s0,0.581390104,0.481525608
+,-,+,-,+,+,-,-,-,-,-,-,s2,0.617558598,0.306266855
+,-,+,-,+,+,-,-,-,-,-,-,s5,0.421101089,0.462651095
+,-,+,-,+,+,-,-,-,-,-,-,s6,0.598008639,0.4016137
+,-,+,-,+,+,-,-,-,-,-,-,s7,0.320364305,0.458009076
+,-,+,-,+,+,-,-,-,-,-,-,s8,1.746090233,0.02962422
+,-,+,-,+,+,-,-,-,-,-,-,s9,0.58750724,-0.021918811
+,-,+,-,+,+,-,-,-,-,-,-,qc,0.754460726,0.286542636
+,-,+,-,+,-,+,-,-,-,-,-,s0,0.616587964,0.388258234
+,-,+,-,+,-,+,-,-,-,-,-,s2,0.519258993,0.375088526
+,-,+,-,+,-,+,-,-,-,-,-,s4,0.714613681,0.33890411
+,-,+,-,+,-,+,-,-,-,-,-,s6,0.442616811,0.399070196
+,-,+,-,+,-,+,-,-,-,-,-,s7,0.868817195,-0.165389881
+,-,+,-,+,-,+,-,-,-,-,-,s8,0.600618504,0.099781279
+,-,+,-,+,-,+,-,-,-,-,-,s9,0.69809307,0.322592824
+,-,+,-,+,-,+,-,-,-,-,-,qc,0.058579905,0.923815447
+,-,+,-,+,-,-,+,-,-,-,-,s0,0.401790303,0.536976452
+,-,+,-,+,-,-,+,-,-,-,-,s2,0.7045029,0.366702855
+,-,+,-,+,-,-,+,-,-,-,-,s4,0.443016694,0.540602797
+,-,+,-,+,-,-,+,-,-,-,-,s5,0.82890059,0.147706605
+,-,+,-,+,-,-,+,-,-,-,-,s7,0.183253841,0.737304483
+,-,+,-,+,-,-,+,-,-,-,-,s8,0.421696225,0.006784037
+,-,+,-,+,-,-,+,-,-,-,-,s9,1.485839083,-0.4418107
+,-,+,-,+,-,-,+,-,-,-,-,qc,0.03433219,0.931115894
+,-,+,-,+,-,-,-,+,-,-,-,s0,0.582918053,0.403658694
+,-,+,-,+,-,-,-,+,-,-,-,s2,1.192211353,-0.058785417
+,-,+,-,+,-,-,-,+,-,-,-,s4,0.854962694,0.219754206
+,-,+,-,+,-,-,-,+,-,-,-,s5,0.648147294,0.365121464
+,-,+,-,+,-,-,-,+,-,-,-,s6,0.973136672,0.21864316
+,-,+,-,+,-,-,-,+,-,-,-,s8,1.894677992,-0.115627976
+,-,+,-,+,-,-,-,+,-,-,-,s9,0.835558879,0.189200402
+,-,+,-,+,-,-,-,+,-,-,-,qc,0.062363717,0.89989875
+,-,+,-,+,-,-,-,-,+,-,-,s0,0.46016803,0.443068626
+,-,+,-,+,-,-,-,-,+,-,-,s2,0.759656261,0.00922496
+,-,+,-,+,-,-,-,-,+,-,-,s4,1.010012101,0.046026026
+,-,+,-,+,-,-,-,-,+,-,-,s5,0.572271684,0.294056775
+,-,+,-,+,-,-,-,-,+,-,-,s6,0.787692586,0.220944614
+,-,+,-,+,-,-,-,-,+,-,-,s7,0.646257858,-0.896254977
+,-,+,-,+,-,-,-,-,+,-,-,s9,0.519419208,0.388370787
+,-,+,-,+,-,-,-,-,+,-,-,qc,0.127716308,0.891955617
+,-,+,-,+,-,-,-,-,-,+,-,s0,0.678217338,0.120256916
+,-,+,-,+,-,-,-,-,-,+,-,s2,0.476198307,-0.045227957
+,-,+,-,+,-,-,-,-,-,+,-,s4,1.0104242,-0.010918066
+,-,+,-,+,-,-,-,-,-,+,-,s5,0.74207817,0.236979283
+,-,+,-,+,-,-,-,-,-,+,-,s6,0.641706593,0.405673218
+,-,+,-,+,-,-,-,-,-,+,-,s7,1.075148831,0.177032095
+,-,+,-,+,-,-,-,-,-,+,-,s8,0.417789723,0.37380862
+,-,+,-,+,-,-,-,-,-,+,-,qc,0.214051537,0.752727665
+,-,+,-,+,-,-,-,-,-,-,+,s0,0.519184991,0.465328532
+,-,+,-,+,-,-,-,-,-,-,+,s2,1.072791451,-0.090200856
+,-,+,-,+,-,-,-,-,-,-,+,s4,0.672996756,0.413555039
+,-,+,-,+,-,-,-,-,-,-,+,s5,0.624187677,0.010410427
+,-,+,-,+,-,-,-,-,-,-,+,s6,0.91108709,0.245128302
+,-,+,-,+,-,-,-,-,-,-,+,s7,1.023257659,0.195996436
